package,common,same_func_diff_content,unique_fedora,unique_other,has_patch,patch_count
python-requests-gssapi,0,0,0,0,0,0
python-pytimeparse,0,0,0,0,0,0
erlang-meck,0,0,1,1,1,2
python-pkgconfig,0,0,0,0,0,0
kyotocabinet,0,0,2,1,1,3
pesign,0,0,0,6,1,6
libdv,1,2,2,1,1,6
perl-module-install-authortests,0,0,0,0,0,0
tzdata,0,0,3,8,1,11
gio-qt,0,0,0,0,0,0
squashfs-tools,0,0,0,0,0,0
lsyncd,1,0,0,0,1,1
hyphen-kn,0,0,0,0,0,0
python-ordered-set,0,0,0,0,0,0
hunspell-hu,0,0,0,0,0,0
execstack,1,0,2,3,1,6
libxp,1,0,0,0,1,1
userspace-rcu,0,0,1,1,1,2
python-colorama,0,0,0,0,0,0
socat,0,0,0,1,1,1
perl-extutils-install,0,0,0,0,0,0
rust-ssh-key-dir,0,0,0,0,0,0
ypserv,10,0,2,0,1,12
perl-locale-maketext,0,0,1,0,1,1
python-asciitree,0,0,0,0,0,0
python-portend,0,0,0,1,1,1
python-cssselect2,0,0,0,1,1,1
perl-net-smtp-ssl,0,0,0,0,0,0
tk,3,0,0,0,1,3
rubygem-eventmachine,4,0,3,0,1,7
perl-http-server-simple,0,0,0,0,0,0
python-re-assert,0,0,1,0,1,1
cri-tools,0,0,0,1,1,1
lohit-marathi-fonts,0,0,0,0,0,0
hunspell-ro,0,0,0,0,0,0
python-bashate,0,0,0,0,0,0
python-tzlocal,0,0,0,0,0,0
linuxconsoletools,0,0,0,0,0,0
jzlib,0,0,1,0,1,1
flac,0,0,0,0,0,0
dialog,0,0,2,0,1,2
judy,0,0,3,0,1,3
qjson,1,0,0,0,1,1
python-html5lib,0,0,2,0,1,2
gd,1,0,1,0,1,2
perl-unicode-map,0,0,0,0,0,0
color-filesystem,0,0,0,0,0,0
memkind,0,0,1,2,1,3
hyphen-el,0,0,0,0,0,0
dconf,0,0,1,1,1,2
python-scikit-build,0,0,0,0,0,0
perl-file-slurp,0,0,0,0,0,0
python-xstatic-mdi,0,0,0,0,0,0
libmcrypt,4,0,2,1,1,7
libhbalinux,2,0,0,0,1,2
docbook-utils,9,0,0,0,1,9
python-dmidecode,1,0,0,0,1,1
tpm-tools,3,0,0,0,1,3
syslinux,5,0,4,3,1,12
libmpd,1,0,1,0,1,2
perl-extutils-libbuilder,0,0,0,0,0,0
libetpan,4,0,2,0,1,6
perl-params-check,0,0,0,0,0,0
hostname,1,0,0,0,1,1
rubygem-rspec-rails,0,0,1,0,1,1
autoconf-archive,0,0,0,0,0,0
python-ldap,0,0,0,0,0,0
python-flake8-import-order,0,0,1,0,1,1
python-magic,0,0,0,0,0,0
switcheroo-control,0,0,0,0,0,0
rubygem-hashery,0,0,0,0,0,0
teckit,0,0,0,0,0,0
gcolor2,3,0,2,0,1,5
backupninja,3,0,0,0,1,3
python-beniget,0,0,0,1,1,1
python-pyproject-api,0,0,0,2,1,2
unrtf,1,0,0,0,1,1
python-webcolors,0,0,0,0,0,0
python-ptyprocess,0,0,0,0,0,0
hunspell-kk,0,0,0,0,0,0
python-hatch-nodejs-version,0,0,0,0,0,0
hunspell-grc,0,0,0,0,0,0
hunspell-el,0,0,0,0,0,0
perl-json,0,0,0,0,0,0
r-rematch2,0,0,0,0,0,0
perl-test-exception,0,0,0,0,0,0
perl-file-find-rule,0,0,0,0,0,0
perl-net-ip,0,1,1,0,1,2
python-h11,0,0,0,0,0,0
numad,1,0,2,1,1,4
mathjax,0,0,0,0,0,0
gupnp-dlna,0,0,0,0,0,0
rubygem-method_source,0,0,0,0,0,0
hunspell-so,0,0,0,0,0,0
t-digest,1,0,1,0,1,2
python-docutils,0,0,0,0,0,0
rubygem-thread_order,0,0,0,0,0,0
hunspell-ny,0,0,0,0,0,0
lua-json,0,0,0,0,0,0
hunspell-sc,0,0,0,0,0,0
perl-term-ansicolor,0,0,0,0,0,0
perl-module-manifest-skip,1,0,0,0,1,1
python-linecache2,0,0,0,0,0,0
telnet,27,0,3,1,1,31
libxshmfence,0,0,1,0,1,1
dtkwm,0,0,0,0,0,0
biosdevname,0,0,2,0,1,2
rubygem-cucumber,0,0,0,0,0,0
gtest,0,0,0,0,0,0
python-fasteners,0,0,0,0,0,0
star,4,1,1,0,1,6
libsoup,0,0,1,6,1,7
perl-crypt-gpg,0,0,2,0,1,2
libgit2-glib,0,0,1,0,1,1
python-pytest-expect,0,0,1,0,1,1
perl-bsd-resource,0,0,0,0,0,0
xfdashboard,0,0,0,0,0,0
python3-mallard-ducktype,0,0,0,0,0,0
perl-encode,0,0,0,0,0,0
libsmbios,0,0,0,0,0,0
python-automat,0,0,0,0,0,0
python-appdirs,0,0,0,0,0,0
ftp,35,0,1,0,1,36
cheese,0,0,2,0,1,2
rubygem-ejs,0,0,0,0,0,0
python-recommonmark,0,0,0,0,0,0
xorg-x11-xinit,3,0,0,0,1,3
rubygem-mini_mime,0,0,0,0,0,0
flex,1,0,0,10,1,11
python-trio-websocket,0,0,0,0,0,0
libtomcrypt,0,0,0,2,1,2
perl-role-tiny,0,0,0,0,0,0
hunspell-mn,0,0,0,0,0,0
phonon-qt4,2,0,0,0,1,2
cereal,0,0,0,0,0,0
hddtemp,7,0,0,0,1,7
grilo-plugins,0,0,1,0,1,1
qrencode,0,0,0,0,0,0
perl-http-negotiate,0,0,1,0,1,1
perl-module-install-extratests,1,0,0,0,1,1
telepathy-logger,1,0,0,0,1,1
slang,1,0,0,0,1,1
bcrypt,0,0,1,1,1,2
keybinder3,1,0,0,0,1,1
python-bottle,0,0,1,0,1,1
pngcrush,0,0,0,0,0,0
mxml,0,0,0,0,0,0
dnsmasq,3,0,0,4,1,7
pptp,0,0,1,0,1,1
xorg-x11-drv-nouveau,0,0,3,0,1,3
libsmi,2,0,8,2,1,12
kacst-fonts,0,0,0,0,0,0
dos2unix,0,0,0,0,0,0
python-simplegeneric,0,0,0,0,0,0
libcrystalhd,2,0,0,0,1,2
mesa-libglu,0,0,0,0,0,0
ranger,0,0,0,0,0,0
rubygem-rb-inotify,0,0,0,0,0,0
perl-list-utilsby,0,0,0,0,0,0
json-c,0,0,0,4,1,4
python-simplejson,0,0,0,0,0,0
libotf,0,0,0,0,0,0
cracklib,0,0,2,2,1,4
perl-mro-compat,0,0,0,0,0,0
granite,0,0,0,0,0,0
perl-mime-charset,0,0,1,0,1,1
amtterm,0,0,0,0,0,0
perl-test-failwarnings,0,0,0,0,0,0
python-texext,0,0,2,0,1,2
python-bleach,0,0,1,0,1,1
python-parver,0,0,0,0,0,0
fuse-overlayfs,0,0,0,0,0,0
python-h2,0,0,2,1,1,3
rubygem-xpath,0,0,0,0,0,0
iprutils,0,0,1,0,1,1
libteam,0,0,0,1,1,1
cjose,0,0,0,0,0,0
libijs,0,0,1,0,1,1
jaxen,0,0,0,0,0,0
libvoikko,0,0,0,0,0,0
perl-super,0,0,0,0,0,0
python-pynacl,0,0,0,0,0,0
gtk2-engines,3,0,1,1,1,5
libxpm,0,0,0,0,0,0
ocaml-fileutils,2,0,0,0,1,2
perl-sgmlspm,0,0,0,0,0,0
tix,3,0,3,1,1,7
hunspell-fr,0,0,0,0,0,0
hyphen-hi,0,0,0,0,0,0
assimp,0,0,5,3,1,8
hunspell-es,0,0,0,0,0,0
r-whisker,0,0,0,0,0,0
webrtc-audio-processing,0,0,2,0,1,2
libwpd,0,0,1,1,1,2
jdom,2,0,1,0,1,3
python-requests_ntlm,0,0,0,0,0,0
perl-net-dns-resolver-mock,0,0,0,0,0,0
xmlstarlet,1,0,0,0,1,1
cups-pk-helper,0,0,1,0,1,1
perl-encode-hanextra,0,0,0,0,0,0
aalib,1,0,7,0,1,8
perl-crypt-x509,0,0,0,0,0,0
rubygem-afm,0,0,0,0,0,0
libfakekey,0,0,0,0,0,0
yelp-xsl,0,0,0,0,0,0
perl-ppix-utils,0,0,0,0,0,0
libqb,0,0,1,2,1,3
devhelp,0,0,0,0,0,0
ed25519-java,0,0,2,0,1,2
modemmanager,0,0,0,0,0,0
perl-http-daemon,0,0,1,0,1,1
libx86emu,0,0,0,1,1,1
uchardet,0,0,0,0,0,0
nexus,0,0,3,1,1,4
rubygem-ruby-rc4,0,0,0,0,0,0
hyphen-ku,0,0,0,0,0,0
python-polib,0,0,0,0,0,0
nss-pem,0,0,0,0,0,0
python-apipkg,0,0,0,0,0,0
libexif,0,0,0,0,0,0
hunspell-gu,0,0,0,0,0,0
spice-parent,1,0,0,0,1,1
rubygem-tzinfo,0,0,0,0,0,0
libsexy,0,0,3,0,1,3
python-pytest-console-scripts,0,0,0,0,0,0
packagekit,0,0,4,2,1,6
perl-carp-clan,0,0,0,0,0,0
xdelta,1,0,0,0,1,1
ncompress,0,0,5,0,1,5
perl-digest-sha,0,0,1,0,1,1
python-pytoolconfig,0,0,0,0,0,0
liblockfile,0,0,0,0,0,0
drpm,0,0,0,0,0,0
lua-socket,0,0,0,1,1,1
python-docker-pycreds,0,0,0,0,0,0
dnssec-trigger,0,0,7,0,1,7
yp-tools,4,0,2,1,1,7
python-asn1crypto,0,0,0,0,0,0
perl-package-constants,0,0,0,0,0,0
replacer,0,0,1,0,1,1
clutter-gst3,0,0,1,0,1,1
python-commonmark,0,0,1,1,1,2
perl-gettext,0,0,0,0,0,0
libwmf,0,0,1,0,1,1
lm_sensors,1,0,4,0,1,5
perl-gd-barcode,0,0,0,0,0,0
perl-class-inspector,0,0,0,0,0,0
python-incremental,0,0,0,0,0,0
python-rsa,0,0,0,0,0,0
perl-log-log4perl,0,0,0,0,0,0
docbook-dtds,9,0,0,0,1,9
rubygem-webmock,0,0,1,0,1,1
maven-plugin-testing,2,0,1,0,1,3
perl-dbd-pg,0,0,0,0,0,0
python-xlib,0,0,4,0,1,4
wsdl4j,0,0,0,0,0,0
perl-file-pid,1,0,0,0,1,1
busybox,0,0,2,5,1,7
perl-devel-checklib,0,0,0,0,0,0
libgnome-keyring,0,0,1,1,1,2
python-jupyter-cache,0,0,0,0,0,0
rubygem-coderay,1,0,0,0,1,1
perl-module-package-au,0,0,0,1,1,1
hunspell-om,0,0,0,0,0,0
python-semver,0,0,0,0,0,0
perl-xml-catalog,0,0,0,0,0,0
fcitx-libpinyin,0,0,0,0,0,0
libmng,0,0,0,0,0,0
erlang-rebar,14,1,0,1,1,16
perl-file-desktopentry,0,0,0,0,0,0
hyphen-fo,0,0,0,0,0,0
multilib-rpm-config,0,0,0,0,0,0
file,1,0,4,0,1,5
python-falcon,0,0,4,0,1,4
perl-encode-locale,0,0,0,0,0,0
pyparted,0,0,0,0,0,0
perl-yaml-tiny,0,0,0,0,0,0
perl-config-autoconf,0,0,0,0,0,0
saab-fonts,0,0,0,0,0,0
perl-date-iso8601,0,0,0,0,0,0
convmv,0,0,1,0,1,1
java_cup,1,0,1,0,1,2
python-semantic_version,0,0,0,0,0,0
r-markdown,0,0,0,0,0,0
perl-params-validate,0,0,0,0,0,0
tokyocabinet,0,0,2,0,1,2
hunspell-hsb,0,0,0,0,0,0
ntpstat,0,0,0,0,0,0
libdvdnav,0,0,0,0,0,0
python-productmd,0,0,1,1,1,2
urw-base35-fonts,0,0,3,0,1,3
hexedit,2,0,0,0,1,2
python-py,0,0,0,0,0,0
whois,0,0,0,0,0,0
perl-font-afm,0,0,0,0,0,0
python-textfsm,0,0,1,0,1,1
python-xlrd,0,0,0,0,0,0
python-flaky,0,0,0,0,0,0
codehaus-parent,1,0,0,0,1,1
words,0,0,2,0,1,2
python-stestr,0,0,0,0,0,0
python-rfc3986-validator,0,0,1,0,1,1
hyphen-ta,0,0,0,0,0,0
smp_utils,0,0,0,0,0,0
perl-menlo-legacy,0,0,0,0,0,0
python-zope-schema,0,0,0,0,0,0
desktop-file-utils,0,0,1,0,1,1
gperf,0,0,0,0,0,0
xsd,2,0,0,0,1,2
python-configobj,0,0,1,0,1,1
udisks2-qt5,0,0,0,0,0,0
perl-test-subcalls,0,0,0,0,0,0
python-stuf,0,0,0,3,1,3
qt5-qtwebkit,5,0,3,3,1,11
python-pytest-benchmark,0,0,0,0,0,0
perl-mail-sendmail,0,0,0,0,0,0
soxr,0,0,0,0,0,0
erlang-mustache,1,0,0,0,1,1
hyphen-cy,0,0,1,0,1,1
dropwatch,0,0,0,0,0,0
hyphen-te,0,0,0,0,0,0
apache-commons-pool,0,0,0,0,0,0
sblim-cmpi-devel,1,0,0,0,1,1
rubygem-idn,2,0,1,0,1,3
hunspell-haw,0,0,0,0,0,0
portaudio,2,0,1,0,1,3
rubygem-addressable,0,0,0,0,0,0
libdatrie,0,0,0,0,0,0
perl-perl-ostype,0,0,1,0,1,1
kf5-kirigami2-addons,0,0,0,0,0,0
python-constantly,0,0,1,0,1,1
xdg-user-dirs-gtk,1,0,0,0,1,1
python-jupyter-packaging,0,0,0,0,0,0
libntlm,0,0,0,0,0,0
perl-constant,0,0,1,0,1,1
fftw,0,0,1,0,1,1
xvidcore,0,0,0,0,0,0
libconfig,0,0,0,4,1,4
mimetic,2,0,0,0,1,2
python-remoto,0,0,1,0,1,1
hunspell-ar,0,0,0,0,0,0
hunspell-wa,1,0,0,0,1,1
readline,0,1,13,0,1,14
libnotify,0,0,0,0,0,0
hyphen-bn,0,0,0,0,0,0
gphoto2,0,0,0,1,1,1
python-hpack,0,0,0,0,0,0
compface,2,0,3,1,1,6
python-littleutils,0,0,0,0,0,0
rhash,0,0,0,0,0,0
perl-crypt-rc4,0,0,0,0,0,0
exempi,0,0,0,0,0,0
thunar-volman,0,0,0,0,0,0
perl-socket6,0,0,1,0,1,1
jakarta-server-pages,2,0,0,0,1,2
asciidoc,0,0,1,0,1,1
optipng,0,0,0,0,0,0
rubygem-bindex,0,0,1,0,1,1
libatasmart,1,0,0,0,1,1
libglade2,2,0,0,0,1,2
byte-buddy,1,1,1,0,1,3
physfs,0,0,0,1,1,1
gnulib,1,0,0,0,1,1
usbredir,0,0,0,0,0,0
cglib,0,0,1,0,1,1
python-xstatic-font-awesome,0,0,0,0,0,0
rust-zincati,0,0,0,2,1,2
perl-test-requiresinternet,0,0,0,0,0,0
r-bit64,0,0,0,0,0,0
python-sphinxcontrib-programoutput,0,0,0,0,0,0
libgnomecanvasmm26,0,0,0,0,0,0
usermode,0,0,0,0,0,0
libspectre,0,0,0,0,0,0
zssh,0,0,1,8,1,9
sysfsutils,0,0,0,3,1,3
rubygem-test-unit-rr,0,0,0,0,0,0
hunspell-gl,0,0,0,0,0,0
procmail,4,0,2,0,1,6
hunspell-ln,0,0,0,0,0,0
network-manager-applet,0,0,1,1,1,2
perl-crypt-openssl-rsa,0,0,0,0,0,0
gssdp,0,0,0,0,0,0
rcs,0,0,1,1,1,2
perl-net-server,0,0,0,0,0,0
ocaml-extlib,0,0,0,0,0,0
perl-test-pod,0,0,0,0,0,0
erlang-erlydtl,2,0,2,4,1,8
mallard-rng,0,0,0,0,0,0
grilo,0,0,0,0,0,0
freeradius-client,2,0,1,0,1,3
htop,0,0,0,0,0,0
python-aiodns,0,0,0,0,0,0
python-ethtool,0,0,0,0,0,0
icc-profiles-openicc,0,0,0,0,0,0
gnu-free-fonts,1,0,2,0,1,3
jimtcl,0,0,0,0,0,0
iptstate,0,0,3,1,1,4
ttfautohint,0,0,0,0,0,0
tog-pegasus,18,1,13,2,1,34
pyserial,0,0,0,0,0,0
xfce4-diskperf-plugin,0,0,0,0,0,0
sphinx,2,0,2,1,1,5
perl-config-extend-mysql,0,0,0,0,0,0
python-extras,0,0,0,1,1,1
mod_authnz_pam,0,0,0,0,0,0
r-praise,0,0,0,0,0,0
hunspell-fa,0,0,0,0,0,0
sed,0,1,2,1,1,4
python-distlib,0,0,0,0,0,0
python-hwdata,0,0,0,0,0,0
perl-text-glob,0,0,0,0,0,0
hyphen-ml,0,0,0,0,0,0
perl-text-unidecode,0,0,0,0,0,0
perl-extutils-manifest,0,0,0,0,0,0
python-fastjsonschema,0,0,0,0,0,0
alien,0,0,0,0,0,0
python-pylatex,0,0,0,0,0,0
rasqal,0,0,2,0,1,2
afflib,0,0,0,0,0,0
jakarta-servlet,0,0,0,0,0,0
python-autocommand,0,0,1,1,1,2
libgsasl,0,0,0,1,1,1
jbig2dec,0,0,0,1,1,1
python-whoosh,0,0,0,0,0,0
jomolhari-fonts,0,0,0,0,0,0
lockdev,2,0,0,0,1,2
r-ggplot2movies,0,0,0,0,0,0
libart_lgpl,0,0,1,0,1,1
python-jmespath,0,0,0,0,0,0
hunspell-is,0,0,0,0,0,0
libappindicator,1,0,0,0,1,1
pulseaudio,0,0,3,0,1,3
parted,0,0,2,10,1,12
xdg-user-dirs,0,0,0,0,0,0
python-enchant,0,0,0,0,0,0
libgdiplus,0,0,0,0,0,0
python-versioneer,0,0,0,0,0,0
xorg-x11-drv-dummy,0,0,0,0,0,0
perl-datetime-format-strptime,0,0,0,0,0,0
python-configargparse,0,0,0,0,0,0
hicolor-icon-theme,0,0,0,0,0,0
python-mpmath,0,0,1,0,1,1
robodoc,1,0,0,1,1,2
perl-autovivification,0,0,0,0,0,0
perl-math-base-convert,0,0,0,0,0,0
lrzsz,4,0,3,0,1,7
rootfiles,0,0,0,0,0,0
vcftools,0,0,0,0,0,0
rubygem-zeitwerk,0,0,0,0,0,0
perl-filter,0,0,0,0,0,0
python-django-compressor,0,0,1,0,1,1
python-boto,9,0,1,0,1,10
charls,0,0,0,0,0,0
liberasurecode,2,0,0,0,1,2
libmatchbox,0,0,3,1,1,4
hiredis,0,0,0,1,1,1
hyphen-da,0,0,1,0,1,1
kpeoplevcard,0,0,0,0,0,0
python-nbformat,0,0,1,0,1,1
perl-io-string,0,0,0,0,0,0
hunspell-tpi,0,0,0,0,0,0
corosync-qdevice,0,0,0,0,0,0
ant-antunit,0,0,0,0,0,0
libutempter,0,0,0,1,1,1
python-sphinxtesters,0,0,0,0,0,0
fuse-sshfs,1,0,0,0,1,1
fcoe-utils,1,0,1,1,1,3
qtchooser,0,0,0,0,0,0
perl-hash-merge-simple,0,0,0,0,0,0
lapack,0,0,1,1,1,2
perl-data-dump,0,0,0,0,0,0
glib,9,0,2,0,1,11
perl-namespace-clean,0,0,0,0,0,0
ganglia,2,0,12,4,1,18
speech-dispatcher,1,0,0,0,1,1
perl-www-robotrules,0,0,0,0,0,0
perl-anyevent,0,0,0,0,0,0
raptor2,2,0,3,0,1,5
dosfstools,0,0,0,0,0,0
gtkspellmm30,0,0,0,0,0,0
wireguard-tools,0,0,0,0,0,0
openhpi,2,0,7,0,1,9
powertop,1,0,0,0,1,1
python-repoze-lru,0,0,0,0,0,0
perl-unicode-linebreak,0,0,0,0,0,0
perl-text-diff,0,0,0,0,0,0
source-highlight,0,0,2,0,1,2
hibernate-jpa-2.0-api,2,0,0,0,1,2
libmpc,0,0,0,0,0,0
python-tempita,0,1,0,0,1,1
r-mime,0,0,0,0,0,0
grub2,0,0,0,0,0,0
libepoxy,0,0,0,1,1,1
python-tabulate,0,0,0,0,0,0
log4cpp,5,0,2,0,1,7
python-pysaml2,0,0,1,0,1,1
rubygem-prawn,0,0,0,0,0,0
xfce4-cpufreq-plugin,0,0,0,0,0,0
python-termcolor,0,0,0,0,0,0
atmel-firmware,0,0,0,0,0,0
libbs2b,1,0,0,0,1,1
rasdaemon,0,0,0,13,1,13
thunar-vcs-plugin,0,0,0,0,0,0
dmraid,17,0,2,2,1,21
rubygem-metaclass,1,0,0,0,1,1
libdb,18,0,6,6,1,30
gssproxy,0,0,0,1,1,1
hamcrest,1,0,0,0,1,1
docbook5-schemas,0,0,0,0,0,0
hyphen-or,0,0,0,0,0,0
perl-class-singleton,0,0,0,0,0,0
erlang-hamcrest,0,0,0,0,0,0
rubygem-introspection,0,0,0,0,0,0
perl-config-general,1,0,1,0,1,2
potrace,0,0,0,0,0,0
python-flask-restx,0,0,1,0,1,1
lasso,0,0,7,0,1,7
perl-file-remove,0,0,0,0,0,0
lame,2,0,0,2,1,4
libxdamage,0,0,0,0,0,0
glusterfs,0,0,2,1,1,3
python-ipy,0,0,0,0,0,0
opensm,0,0,0,0,0,0
hunspell-ml,0,0,0,0,0,0
perl-jcode,1,0,0,0,1,1
perl-module-cpanfile,0,0,0,0,0,0
jakarta-oro,1,0,0,0,1,1
python-decorator,0,0,0,0,0,0
mrtg,3,0,1,0,1,4
http-parser,1,0,0,0,1,1
openjade,6,0,1,0,1,7
lohit-telugu-fonts,0,0,0,0,0,0
libieee1284,1,0,0,1,1,2
kurdit-unikurd-web-fonts,0,0,0,0,0,0
fxload,0,0,2,0,1,2
r-coda,0,0,0,0,0,0
maven-verifier-plugin,0,0,0,0,0,0
fusesource-pom,0,0,0,0,0,0
zathura-cb,0,0,0,0,0,0
python-hyperframe,0,0,0,0,0,0
cvs,31,0,2,0,1,33
nethogs,0,0,0,0,0,0
libgta,0,0,0,0,0,0
avahi,8,0,3,6,1,17
comps-extras,0,0,0,0,0,0
libsigsegv,0,0,1,0,1,1
xorg-x11-drv-vmware,0,0,0,0,0,0
python-olefile,0,0,0,0,0,0
glew,1,0,1,0,1,2
lohit-gurmukhi-fonts,0,0,0,0,0,0
python-jsmin,0,0,1,0,1,1
paktype-naskh-basic-fonts,0,0,0,0,0,0
vsftpd,63,0,7,5,1,75
perl-io-socket-inet6,0,0,2,0,1,2
chromaprint,0,0,0,0,0,0
python-xstatic-angular-fileupload,0,0,0,0,0,0
python-humanize,0,0,0,0,0,0
openwsman,4,0,2,1,1,7
libnsl2,0,0,0,0,0,0
perl-sub-name,0,0,0,0,0,0
libspiro,0,0,0,0,0,0
python-sqlalchemy-utils,0,0,3,0,1,3
ibus-table-chinese,0,0,0,0,0,0
urlview,1,0,0,0,1,1
lensfun,0,0,1,1,1,2
python-repoze-sphinx-autointerface,0,0,0,0,0,0
lzop,0,0,0,1,1,1
mcpp,0,0,4,2,1,6
perl-crypt-des,0,0,2,0,1,2
jsr-305,0,0,0,0,0,0
python-urlgrabber,0,0,0,0,0,0
hunspell-tl,0,0,0,0,0,0
r-pingr,0,0,0,0,0,0
python-hypothesmith,0,0,0,0,0,0
pbzip2,0,0,1,1,1,2
octomap,1,0,0,1,1,2
python-etcd3,0,0,0,0,0,0
perl-params-classify,0,0,0,0,0,0
apache-commons-collections,1,0,2,0,1,3
python-distutils-extra,0,0,0,0,0,0
libzen,0,0,0,0,0,0
jcip-annotations,0,0,0,0,0,0
python-hamcrest,1,0,0,2,1,3
libdvdread,0,0,0,0,0,0
python-imagesize,0,0,0,0,0,0
perl-module-install-readmemarkdownfrompod,0,0,0,0,0,0
mtr,0,0,0,0,0,0
libchardet,1,0,0,0,1,1
python-tornado,0,0,2,0,1,2
libisoburn,0,0,2,0,1,2
python-pyperclip,0,0,0,0,0,0
hunspell-vi,0,0,0,0,0,0
geocode-glib,0,0,0,0,0,0
pinfo,7,0,1,0,1,8
sac,0,0,0,0,0,0
libgdither,3,0,0,0,1,3
perl-any-uri-escape,0,0,0,0,0,0
cgit,1,0,1,0,1,2
rubygem-sprockets-rails,0,0,0,0,0,0
perl-test-leaktrace,0,0,0,0,0,0
perl-scalar-properties,2,0,0,0,1,2
filebench,0,0,2,1,1,3
jformatstring,1,0,1,0,1,2
tango-icon-theme,3,0,0,1,1,4
perl-exporter-tiny,0,0,0,0,0,0
perl-xml-tokeparser,0,0,0,0,0,0
python-xstatic-smart-table,0,0,0,0,0,0
perl-import-into,0,0,0,0,0,0
perl-dist-checkconflicts,0,0,0,0,0,0
perl-ppix-utilities,0,0,0,0,0,0
sequence-library,0,0,0,0,0,0
xerces-j2,2,0,0,0,1,2
fcitx-cloudpinyin,0,0,0,0,0,0
libmodplug,0,0,1,0,1,1
fish,0,0,0,0,0,0
gconf2,3,0,2,0,1,5
lldpad,0,0,0,6,1,6
qpid-proton,0,0,1,1,1,2
nagios,12,0,0,1,1,13
perl-module-install,0,0,1,0,1,1
catdoc,1,0,0,0,1,1
gavl,1,0,2,0,1,3
perl-io-socket-ip,0,0,0,0,0,0
hunspell-ga,0,0,0,1,1,1
python-yubico,0,0,1,0,1,1
p7zip,2,0,9,4,1,15
xfce4-eyes-plugin,0,0,0,0,0,0
rubygem-pdf-core,0,0,0,0,0,0
usb_modeswitch,1,0,0,0,1,1
libestr,0,0,0,0,0,0
libqmi,0,0,1,0,1,1
libev,0,0,0,1,1,1
gyp,6,0,1,0,1,7
rubygem-shindo,1,0,0,0,1,1
libewf,1,0,0,0,1,1
perl-module-install-repository,1,0,0,0,1,1
perl-linux-pid,0,0,0,0,0,0
libverto,0,0,0,0,0,0
hunspell-or,0,0,0,0,0,0
perl-digest-md4,0,0,0,0,0,0
xorg-x11-fonts,0,0,0,0,0,0
perl-file-pushd,0,0,0,0,0,0
python-cov-core,0,0,0,0,0,0
tmpwatch,0,0,0,0,0,0
ivtv-firmware,0,0,0,0,0,0
libb2,0,0,0,0,0,0
python-pytzdata,0,0,2,0,1,2
gummi,0,0,0,2,1,2
ustr,1,0,0,1,1,2
docbook-style-xsl,8,0,0,0,1,8
libpfm,1,0,1,1,1,3
jsoncpp,0,0,0,2,1,2
osgi-compendium,0,0,0,0,0,0
xorg-x11-drv-ati,0,0,0,0,0,0
slapi-nis,0,0,1,0,1,1
perl-perl-minimumversion,0,0,0,0,0,0
rubygem-ruby-shadow,3,0,0,0,1,3
aide,0,0,1,3,1,4
cln,0,0,0,0,0,0
diffutils,1,0,1,2,1,4
uuid,7,0,1,0,1,8
r-png,0,0,0,0,0,0
zopfli,0,0,0,0,0,0
python-flask-httpauth,0,0,1,0,1,1
grantlee,0,0,0,0,0,0
perl-pod-plainer,0,0,0,0,0,0
python-aiosignal,0,0,0,0,0,0
ibus-sayura,0,0,1,0,1,1
unique3,0,0,0,0,0,0
ipcalc,0,0,0,0,0,0
hunspell-uz,0,0,0,0,0,0
itstool,0,0,1,0,1,1
yajl,7,0,1,2,1,10
efibootmgr,0,0,0,5,1,5
libindicator,0,0,1,1,1,2
python-pretend,0,0,0,0,0,0
python-defusedxml,0,0,1,0,1,1
python-inotify,1,0,1,1,1,3
hdparm,1,0,5,2,1,8
perl-lingua-en-inflect,0,0,0,0,0,0
ocl-icd,0,0,0,0,0,0
r-sys,0,0,0,0,0,0
perl-timedate,0,0,0,1,1,1
f2fs-tools,0,0,0,0,0,0
maliit-framework,0,0,0,1,1,1
hunspell-ve,0,0,0,0,0,0
sunpinyin,2,0,0,1,1,3
python-scp,0,0,0,0,0,0
perl-text-wrapi18n,0,0,0,0,0,0
libccd,3,0,0,0,1,3
libasyncns,0,0,0,0,0,0
python-priority,0,0,0,0,0,0
superlu,0,1,3,0,1,4
python-zstd,0,0,1,0,1,1
perl-list-moreutils-xs,0,0,1,0,1,1
perl-class-accessor,0,0,0,0,0,0
hunspell-st,0,0,0,0,0,0
libdmtx,0,0,0,0,0,0
apache-commons-digester,0,0,0,0,0,0
perl-net-libidn2,0,0,0,0,0,0
perl-class-xsaccessor,0,0,0,0,0,0
python-sure,1,0,1,0,1,2
cmocka,0,0,0,0,0,0
python-rich,0,0,1,0,1,1
pcre,0,0,7,1,1,8
rubygem-sys-uname,0,0,0,0,0,0
libxres,0,0,0,0,0,0
gnome-vfs2,10,1,3,1,1,15
ttembed,0,0,0,0,0,0
r-yaml,0,0,0,0,0,0
python-cached_property,0,1,1,1,1,3
libhangul,0,0,0,0,0,0
python-chardet,0,0,0,0,0,0
console-login-helper-messages,0,0,0,0,0,0
perl-number-compare,0,0,0,0,0,0
mikmod,0,0,0,0,0,0
perl-crypt-idea,0,0,0,0,0,0
sombok,0,0,0,0,0,0
hyphen,0,0,0,0,0,0
telepathy-filesystem,0,0,0,0,0,0
python-distro,0,0,0,1,1,1
dbus-python,1,0,0,1,1,2
junit,1,0,1,0,1,2
dump,0,0,4,1,1,5
gnome-video-effects,0,0,0,0,0,0
