package,common,same_func_diff_content,unique_fedora,unique_other,has_patch,patch_count
anthy,2,0,6,0,1,8
python-xstatic-bootswatch,0,0,0,0,0,0
libsigc++20,0,0,0,0,0,0
rubygem-haml,0,0,1,0,1,1
lzo,0,0,2,0,1,2
sound-theme-freedesktop,0,0,0,0,0,0
gnome-menus,1,0,0,0,1,1
fetch-crl,0,0,0,1,1,1
ck,0,0,4,1,1,5
python-pytz-deprecation-shim,0,0,0,0,0,0
libgee,0,0,0,0,0,0
python-multi_key_dict,0,0,0,0,0,0
python-lockfile,0,0,1,1,1,2
libice,0,0,0,1,1,1
xml-commons-resolver,2,0,0,0,1,2
crash-gcore-command,1,0,0,2,1,3
plexus-i18n,0,0,0,2,1,2
python-pbkdf2,0,0,2,0,1,2
rubygem-typhoeus,1,0,1,0,1,2
libmodulemd,0,0,3,0,1,3
pycairo,0,0,0,0,0,0
perl-datetime-calendar-julian,0,0,0,0,0,0
reflections,0,0,0,0,0,0
perl-encode-eucjpascii,0,0,0,0,0,0
python-jsonpointer,0,0,0,0,0,0
gsm,2,0,0,1,1,3
treelayout,0,0,0,0,0,0
tcp_wrappers,28,0,1,3,1,32
zimg,0,0,0,0,0,0
python-mccabe,0,0,0,1,1,1
vboot-utils,2,0,0,0,1,2
maven-mapping,0,0,0,0,0,0
perl-archive-zip,0,0,0,0,0,0
tagsoup,0,0,2,0,1,2
apache-commons-exec,0,0,0,0,0,0
ocaml-cppo,0,0,0,0,0,0
perl-list-allutils,0,0,0,0,0,0
perl-sys-cpu,3,0,0,0,1,3
python-rfc3339-validator,0,0,1,0,1,1
perl-regexp-assemble,0,0,0,0,0,0
marked,0,0,0,1,1,1
perl-xml-sax-base,0,0,0,0,0,0
perl-module-build,1,0,0,0,1,1
mac-robber,0,0,0,0,0,0
rubygem-rails-dom-testing,0,0,0,0,0,0
libgphoto2,2,0,1,0,1,3
python-requests-oauthlib,0,0,0,1,1,1
hunspell-fj,0,0,0,0,0,0
netlabel_tools,0,0,1,0,1,1
python-m2r,0,0,0,2,1,2
libburn,1,0,1,0,1,2
auter,0,0,0,0,0,0
perl-cpan-meta-check,0,0,0,0,0,0
perl-text-balanced,0,0,1,0,1,1
gtk-vnc,0,0,0,0,0,0
rust-zram-generator,0,0,0,0,0,0
libvarlink,0,0,0,0,0,0
opensp,4,0,1,0,1,5
python-restructuredtext-lint,0,0,0,0,0,0
grep,0,0,2,0,1,2
python-async-lru,0,0,0,0,0,0
xcompmgr,0,0,0,0,0,0
mod_wsgi,1,0,1,0,1,2
perl-mailtools,0,0,0,0,0,0
cogl,0,0,3,0,1,3
r-askpass,0,0,0,0,0,0
hunspell-ru,0,0,0,0,0,0
python-parsedatetime,0,0,0,0,0,0
perl-crypt-openssl-guess,0,0,0,0,0,0
perl-file-find-rule-perl,1,0,0,0,1,1
portreserve,1,0,0,0,1,1
brotli,0,0,0,0,0,0
python-testresources,0,0,0,0,0,0
perl-universal-isa,0,0,0,0,0,0
args4j,0,0,1,0,1,1
zbar,1,0,0,0,1,1
perl-struct-dumb,0,0,0,0,0,0
libyaml,0,0,0,3,1,3
perl-tie-handle-offset,0,0,0,0,0,0
python-pytest-forked,0,0,0,0,0,0
perl-file-sharedir,0,0,0,0,0,0
nekohtml,3,0,0,1,1,4
r-rpm-macros,0,0,0,0,0,0
erlang-eflame,0,0,0,0,0,0
hyphen-uk,0,0,0,0,0,0
libgudev,0,0,0,0,0,0
m4,0,0,0,1,1,1
safelease,0,0,0,0,0,0
mozilla-filesystem,0,0,0,0,0,0
python-fuzzywuzzy,0,0,0,0,0,0
rpmdevtools,1,0,1,1,1,3
fcl,0,0,0,0,0,0
dejavu-fonts,0,0,1,0,1,1
python-cloudpickle,0,0,0,0,0,0
pdfpc,0,0,0,1,1,1
qt-mobility,8,0,0,0,1,8
hunspell-mg,0,0,0,0,0,0
stringtemplate,1,0,0,0,1,1
haveged,0,0,0,1,1,1
rest,0,0,2,3,1,5
libatomic_ops,0,0,0,1,1,1
libpwquality,0,0,1,4,1,5
python-pymemcache,0,0,2,0,1,2
perl-crypt-cracklib,0,0,2,0,1,2
jakarta-interceptors,0,0,0,0,0,0
jsch-agent-proxy,0,0,0,0,0,0
libmpeg2,1,0,0,0,1,1
r-r6,0,0,0,0,0,0
mod_security,3,0,1,0,1,4
erlang-gettext,0,0,0,0,0,0
ragel,1,0,0,1,1,2
rubygem-hiredis,2,0,0,0,1,2
libserf,3,0,2,1,1,6
libnet,0,0,1,0,1,1
python-rtslib,0,0,2,0,1,2
python-typogrify,0,0,0,0,0,0
xclip,1,0,0,0,1,1
python-pyproject-hooks,0,0,0,0,0,0
r-assertthat,0,0,0,0,0,0
mandoc,0,0,0,1,1,1
perl-ppix-quotelike,0,0,0,0,0,0
libgnomekbd,0,0,0,0,0,0
tclx,4,0,1,0,1,5
cachefilesd,0,0,0,1,1,1
gnome-photos,1,0,0,0,1,1
xfsdump,0,0,0,1,1,1
dh-autoreconf,0,0,0,0,0,0
rubygem-connection_pool,0,0,0,0,0,0
perl-sub-install,0,0,0,0,0,0
perl-class-method-modifiers,0,0,0,0,0,0
perl-http-response-encoding,0,0,0,0,0,0
perl-authen-sasl,0,0,0,0,0,0
perl-termreadkey,0,0,1,0,1,1
python-pdm-pep517,0,0,0,0,0,0
python-mergedeep,0,0,0,0,0,0
attica,0,0,0,1,1,1
ltrace,17,0,20,7,1,44
autogen,0,0,4,1,1,5
fftw2,0,0,2,0,1,2
sgml-common,3,0,0,0,1,3
freexl,0,0,1,0,1,1
hunspell-ia,0,0,0,0,0,0
foomatic,1,0,1,0,1,2
perl-ref-util,0,0,0,0,0,0
range-v3,0,0,0,0,0,0
aspell,1,0,2,0,1,3
phonon,0,0,0,0,0,0
opendmarc,2,0,0,0,1,2
perl-freezethaw,0,0,0,0,0,0
perl-sub-identify,0,0,0,0,0,0
r-xtable,0,0,0,0,0,0
perl-sys-meminfo,0,0,0,0,0,0
fuse3,0,0,1,2,1,3
libpipeline,0,0,0,0,0,0
perl-html-tree,0,0,0,0,0,0
hunspell-se,0,0,0,0,0,0
python-sphinx-mdinclude,0,0,0,0,0,0
python-ansicolors,0,0,1,0,1,1
dyninst,0,0,3,3,1,6
perl-digest-sha3,0,0,0,0,0,0
zd1211-firmware,0,0,1,0,1,1
libmypaint,0,0,0,0,0,0
hunspell-no,1,0,0,0,1,1
obs-service-rust2rpm,0,0,0,0,0,0
perl-module-metadata,0,0,0,0,0,0
rubygem-mail,0,0,0,0,0,0
libmusicbrainz5,0,0,3,0,1,3
enca,0,0,0,0,0,0
graphene,0,0,2,0,1,2
jemalloc,0,0,0,0,0,0
python-cpio,1,0,1,0,1,2
perl-libintl-perl,0,0,0,0,0,0
perl-switch,0,0,1,0,1,1
perl-file-sharedir-install,0,0,0,0,0,0
ocaml-findlib,0,0,1,0,1,1
perl-file-basedir,0,0,0,0,0,0
jopt-simple,0,0,0,0,0,0
perl-module-load-conditional,0,0,0,0,0,0
libtool,2,0,6,0,1,8
rubygem-multi_json,0,0,1,0,1,1
perl-devel-cycle,0,0,1,0,1,1
liboauth,0,0,0,0,0,0
perl-scope-guard,0,0,0,0,0,0
rubygem-cucumber-messages,0,0,0,0,0,0
perl-test-distribution,0,0,1,0,1,1
libxxf86vm,0,0,0,0,0,0
perl-xml-simple,0,0,0,0,0,0
luarocks,0,0,1,0,1,1
perl-datetime-timezone-systemv,0,0,0,0,0,0
python-colorclass,0,0,0,0,0,0
hyphen-is,0,0,1,0,1,1
libsamplerate,0,0,0,0,0,0
perl-config-perl-v,0,0,1,0,1,1
hunspell-fy,0,0,0,0,0,0
libgnome,3,0,7,0,1,10
blktrace,0,0,0,3,1,3
jmock,0,0,1,0,1,1
rubygem-benchmark-ips,0,0,0,0,0,0
perl-error,0,0,0,0,0,0
procps-ng,0,0,0,10,1,10
watchdog,0,0,3,0,1,3
sg3_utils,0,0,4,5,1,9
hunspell-nso,0,0,0,0,0,0
libiec61883,1,0,1,0,1,2
hyphen-eu,1,0,0,0,1,1
opusfile,1,0,0,1,1,2
esc,1,0,13,0,1,14
rubygem-ruby-progressbar,0,0,0,0,0,0
python-freezegun,0,0,0,0,0,0
python-kmod,0,0,0,0,0,0
ongres-stringprep,0,0,0,1,1,1
perl-digest-sha1,0,0,0,0,0,0
python-invoke,0,0,1,0,1,1
python-inflection,0,0,0,0,0,0
bsfilter,0,0,0,0,0,0
apache-commons-beanutils,0,0,0,1,1,1
python-testrepository,0,0,0,0,0,0
openoffice.org-dict-cs_cz,1,0,0,0,1,1
rubygem-ansi,0,0,0,0,0,0
yaml-cpp,1,0,0,0,1,1
libgnomecanvas,0,0,0,0,0,0
kuserfeedback,0,0,0,0,0,0
perl-b-cow,0,0,0,0,0,0
rubygem-execjs,1,0,0,0,1,1
netperf,0,0,2,2,1,4
regexp,1,0,0,0,1,1
hunspell-rw,0,0,0,0,0,0
libvdpau,0,0,0,0,0,0
hunspell-bg,0,0,0,0,0,0
gtksourceview4,0,0,1,0,1,1
perl-io-multiplex,0,0,0,0,0,0
libldac,0,0,0,0,0,0
adwaita-qt,0,0,0,0,0,0
hunspell-uk,0,0,0,0,0,0
perl-string-format,0,0,0,0,0,0
yelp-tools,0,0,0,0,0,0
dtc,0,0,1,2,1,3
ocaml-gettext,0,0,3,0,1,3
rubygem-prawn-table,0,0,0,0,0,0
perl-convert-bencode,0,0,0,0,0,0
perl-file-checktree,0,0,0,0,0,0
hyphen-gu,0,0,0,0,0,0
r-pkgconfig,0,0,0,0,0,0
hunspell-nds,0,0,0,0,0,0
infinipath-psm,5,0,3,4,1,12
rubygem-pdf-reader,0,0,0,0,0,0
arptables,0,0,0,0,0,0
hyphen-ia,0,0,1,0,1,1
xfce4-wavelan-plugin,0,0,0,0,0,0
python-wcwidth,0,0,0,0,0,0
rootsh,1,0,1,2,1,4
python-webencodings,0,0,0,0,0,0
automoc,33,0,0,0,1,33
python-kdcproxy,0,0,1,0,1,1
xrestop,0,0,0,0,0,0
hunspell-fur,0,0,0,0,0,0
sisu,3,0,1,0,1,4
python-cppy,0,0,0,0,0,0
rubygem-ttfunk,0,0,0,0,0,0
perl-test-file-sharedir,0,0,0,0,0,0
perl-pod-latex,0,0,0,0,0,0
hunspell-sw,0,0,0,0,0,0
imwheel,4,0,0,0,1,4
libxklavier,0,0,3,1,1,4
web-assets,0,0,0,0,0,0
acpi,0,0,0,0,0,0
python-editables,0,0,0,0,0,0
rubygem-sassc-rails,0,0,2,1,1,3
sysbench,0,0,2,0,1,2
sleuthkit,0,0,0,2,1,2
rubygem-rubyzip,0,0,2,0,1,2
ibus-hangul,1,0,0,0,1,1
make,0,0,3,0,1,3
grubby,0,0,0,28,1,28
vorbis-tools,1,0,2,1,1,4
python-jupyter-sphinx,0,0,0,0,0,0
clucene,3,0,4,0,1,7
hunspell-qu,0,0,0,0,0,0
rubygem-rr,0,0,0,0,0,0
rubygem-capybara,0,0,0,0,0,0
perl-poe-test-loops,0,0,0,0,0,0
hunspell-ts,0,0,0,0,0,0
python-aniso8601,0,0,0,0,0,0
tng,1,0,0,0,1,1
rear,1,0,25,0,1,26
rubygem-minitest4,0,0,0,0,0,0
ant-contrib,0,0,2,0,1,2
gv,2,0,5,0,1,7
perl-mime-lite,0,0,0,0,0,0
python-netifaces,0,0,0,0,0,0
python-systemd,0,0,0,0,0,0
fontforge,1,0,1,1,1,3
perl-compress-bzip2,0,0,0,0,0,0
libgdl,0,0,1,0,1,1
perl-text-charwidth,0,0,0,0,0,0
gnome-packagekit,0,0,0,1,1,1
python-requests-kerberos,0,0,0,0,0,0
hunspell-ber,0,0,0,0,0,0
kdump-anaconda-addon,0,0,0,6,1,6
jxrlib,1,0,1,0,1,2
speexdsp,0,0,0,0,0,0
perl-test-taint,0,0,0,0,0,0
python-graphviz,0,0,0,0,0,0
rubygem-jbuilder,0,0,0,0,0,0
perl-sub-uplevel,0,0,0,0,0,0
perl-test-command,0,0,0,0,0,0
polkit-pkla-compat,0,0,0,0,0,0
xfce4-xkb-plugin,0,0,0,0,0,0
python-aiomysql,0,0,0,0,0,0
perl-cpan-distnameinfo,0,0,0,0,0,0
lohit-odia-fonts,0,0,0,0,0,0
paktype-tehreer-fonts,0,0,0,0,0,0
cryptopp,0,0,2,0,1,2
cscope,0,0,15,0,1,15
hyphen-pt,0,0,0,0,0,0
jfsutils,2,1,0,1,1,4
rubygem-sass-rails,0,0,0,0,0,0
python-u-msgpack-python,0,0,0,0,0,0
rubygem-pkg-config,1,0,0,0,1,1
xhtml1-dtds,2,0,0,0,1,2
r-orcutt,0,0,0,0,0,0
bwa,2,0,0,0,1,2
perl-padwalker,0,0,0,0,0,0
hyphen-gl,0,0,0,0,0,0
python-xstatic-roboto-fontface,0,0,0,0,0,0
libxau,0,0,0,0,0,0
perl-types-serialiser,1,0,0,0,1,1
python-terminaltables,0,0,2,0,1,2
plotutils,3,0,1,0,1,4
python-shtab,0,0,0,0,0,0
python-tomli-w,0,0,0,0,0,0
perl-test-object,0,0,0,0,0,0
perl-fedora-vsp,0,0,0,0,0,0
hunspell-mk,1,0,0,0,1,1
gfs2-utils,0,0,0,0,0,0
perl-ref-util-xs,0,0,0,0,0,0
popt,0,0,0,5,1,5
lsscsi,0,0,0,1,1,1
disruptor,0,0,0,0,0,0
which,1,0,1,0,1,2
perl-module-implementation,0,0,0,0,0,0
fprintd,0,0,0,14,1,14
libxt,0,0,0,0,0,0
spirv-headers,0,0,0,0,0,0
rubygem-test_declarative,0,0,1,0,1,1
authd,0,0,0,1,1,1
spice-protocol,0,0,0,0,0,0
qrupdate,0,0,0,2,1,2
python-css-parser,0,0,0,0,0,0
perl-file-copy-recursive,0,0,0,0,0,0
scrub,1,0,4,2,1,7
vhostmd,19,0,1,0,1,20
