package,fedora_patch,debian_patch,type,fedora_time,debian_time
binwalk,https://github.com/ReFirmLabs/binwalk/pull/559/commits/6e7736869d998edb6384728c03a348cd9ab1f9ca.patch,559.patch,common,2022-12-27 17:06:55-05:00,2023-02-04 11:20:51+01:00
qbrew,qbrew-fix-return-type.patch,0008-Fix-FTBFS-with-GCC-6.patch,similar,2016-11-10 21:50:40-02:00,2016-02-02 12:27:53+01:00
liblognorm,liblognorm-2.0.6-rhbz2105934-sphinx5.patch,FTBFS_Sphinx_5.patch,common,2022-07-19 14:05:18+02:00,2022-06-23 20:39:36+02:00
monsterz,monsterz-0.7.1-blit-crash.patch,020_fix_blit_crash.diff,common,2009-02-05 20:26:31+00:00,2019-07-27 12:22:13+02:00
monsterz,monsterz-0.7.1-py3.patch,python3.patch,similar,2020-06-29 15:00:59-05:00,2019-07-27 14:23:14+02:00
ssmtp,ssmtp-garbage_writes.patch,04-508759-garbage.patch,common,2012-06-30 02:41:49+03:00,2012-06-24 17:02:16-07:00
ssmtp,ssmtp-remote-addr.patch,03-557741-remote-addr.patch,common,2012-07-01 03:17:44+03:00,2014-07-15 01:49:18+01:00
wcstools,wcstools-3.9.7_rename-libwcs-to-libwcstools.patch,Rename-libwcs-to-libwcstools-to-avoid-conflicts-with-Mark.patch,similar,2017-01-17 17:39:36+01:00,2012-01-13 17:10:38+01:00
dietlibc,dietlibc-insecure-defpath.patch,security/insecure-default-PATH.diff,common,2016-07-25 12:09:34-05:00,2016-07-20 08:43:28+02:00
printrun,https://github.com/kliment/Printrun/pull/1224.patch,0003-Fix-a-TypeError-on-Python-3.10.patch,common,2021-11-16 15:53:17+01:00,2022-04-30 18:04:39+01:00
vagrant,vagrant-2.3.4-Fix-the-default-vagrant-URL-for-pulling-boxes.patch,0008-Fix-the-default-vagrant-URL-for-pulling-boxes.patch,common,2025-01-16 14:16:03+01:00,2025-01-21 13:23:11-05:00
pulseview,pulseview-qt.patch,qt-build-fix,common,2021-01-28 10:45:11+01:00,2020-12-06 10:15:19+00:00
pulseview,0001-Fix-broken-build-due-to-C-template-behind-C-linkage.patch,c-linkage-template-fix,common,2021-08-01 13:59:02-05:00,2021-10-24 13:40:57+01:00
trousers,trousers-0.3.14-noinline.patch,07-read_data-not-inline.patch,common,2019-11-19 03:38:33-07:00,2025-03-01 06:53:37+01:00
prelude-manager,prelude-manager-5.2.0-fix_thread_create.patch,006-fix_thread_create.patch,common,2019-11-10 12:59:09+01:00,2019-10-11 18:53:34-04:00
prelude-manager,prelude-manager-5.2.0-Add_missing_gnutls_deps.patch,009-fix-gnutls-deps.patch,common,2020-09-21 13:45:52+02:00,2020-11-14 17:42:36-05:00
prelude-manager,prelude-manager-5.2.0-fix-test_rwlock1.patch,005-fix-test_rwlock1.patch,common,2019-11-10 12:59:09+01:00,2019-10-11 18:53:34-04:00
prelude-manager,prelude-manager-5.2.0-fix_cond_test.patch,004-fix_cond_test.patch,common,2019-11-10 12:59:09+01:00,2019-10-11 18:53:34-04:00
xsane,xsane-0.999-lcms2.patch,0165-xsane-0.999-lcms2.patch,common,2013-09-23 15:34:45+02:00,
xsane,xsane-0.998-preview-selection.patch,0150-fix_preview_mouse_events.patch,common,2011-06-01 15:00:11+02:00,
arc-gui-clients,arc-gui-clients-warnings.patch,arc-gui-clients-warnings.patch,common,2017-10-11 15:42:24+02:00,2017-10-11 15:55:09+02:00
arc-gui-clients,arc-gui-clients-arc4.patch,arc-gui-clients-arc4.patch,common,2013-11-28 22:15:47+01:00,2013-11-30 07:08:27+01:00
arc-gui-clients,arc-gui-clients-arc5.patch,arc-gui-clients-arc5.patch,common,2016-06-24 14:54:55+02:00,2016-06-24 15:04:45+02:00
arc-gui-clients,arc-gui-clients-arc6.patch,arc-gui-clients-arc6.patch,common,2019-06-12 11:48:34+02:00,2019-10-14 09:26:58+02:00
arc-gui-clients,arc-gui-clients-qt5.patch,arc-gui-clients-qt5.patch,common,2019-06-12 11:48:34+02:00,2017-10-11 15:55:09+02:00
arc-gui-clients,arc-gui-clients-no-job-list-crash-fix.patch,arc-gui-clients-no-job-list-crash-fix.patch,common,2018-02-25 05:42:55+01:00,2018-03-28 17:57:06+02:00
ettercap,1170.patch,1170.patch,similar,2022-07-26 08:50:33-05:00,2022-12-06 21:41:01+01:00
jbigkit,jbigkit-2.0-warnings.patch,unusedResultPedantry.diff,common,2012-07-17 16:29:18+02:00,2014-07-22 01:17:04+10:00
malaga,malaga-rename-map_file.diff,malaga-rename-map_file.diff,common,2009-06-14 19:44:33+00:00,
gecode,gecode-6.2.0-unbundle_boost.patch,system-boost,similar,2021-02-09 16:53:00-05:00,2025-02-13 17:19:01+02:00
php-geos,0005-fix-for-8.0.0RC1.patch,0005-fix-for-8.0.0RC1.patch,common,2021-03-04 12:00:29+01:00,2020-12-12 10:39:58+01:00
php-geos,0003-add-all-arginfo-and-fix-build-with-PHP-8.patch,0003-add-all-arginfo-and-fix-build-with-PHP-8.patch,common,2021-03-04 12:00:29+01:00,2020-12-12 10:39:58+01:00
php-geos,0002-fix-error-message-with-php-7-Wformat-warnings-raised.patch,0002-fix-error-message-with-php-7-Wformat-warnings-raised.patch,common,2018-10-11 09:56:28+02:00,2020-12-12 10:39:58+01:00
php-geos,0001-fix-test-for-7.3-int-vs-integer.patch,0001-fix-test-for-7.3-int-vs-integer.patch,common,2018-10-11 09:56:28+02:00,2020-12-12 10:39:58+01:00
php-geos,0004-fix-all-zend_parse_parameters-call-to-use-zend_long.patch,0004-fix-all-zend_parse_parameters-call-to-use-zend_long.patch,common,2021-03-04 12:00:29+01:00,2020-12-12 10:39:58+01:00
lftp,lftp-4.9.2-gnutls-peers2.patch,lftp_gnutls_certificate_verify_peers2-verify_server_certificates.patch,common,2022-09-07 09:24:32+02:00,2023-09-10 10:14:36+02:00
kasumi,kasumi-853099-manpage.patch,0004-Fix-the-missing-descriptions-in-manpage.patch,common,2012-08-31 11:18:32+09:00,2018-07-16 12:54:11+09:00
rust-lazycell,lazycell-fix-metadata.diff,drop-clippy.diff,similar,2017-11-29 10:45:05+01:00,2021-01-12 17:15:11+00:00
portmidi,portmidi-217-format-security.patch,21-hardentests.diff,similar,2014-06-09 20:13:47+02:00,2016-11-14 11:49:51+01:00
kdb,0020-Fix-build-with-newer-Qt.patch,upstream_Fix-build-with-newer-Qt.patch,common,2021-09-14 08:49:27-05:00,2022-07-03 07:27:27+02:00
kdb,0002-PgSQL-driver-fix-build-with-PostgreSQL-12.patch,upstream_PgSQL-driver-fix-build-with-PostgreSQL-12.patch,common,2021-09-14 08:10:25-05:00,2019-10-29 08:09:56+01:00
lbzip2,lbzip2-gnulib.patch,0001-configure.ac-Bump-AC_PREREQ-to-2.64.patch,common,2020-09-19 22:56:55+02:00,2025-01-18 13:51:59-05:00
ipmitool,0100-fix_buf_overflow.patch,0100-fix_buf_overflow.patch,common,2024-02-12 19:39:16+01:00,2014-07-23 15:07:04+02:00
ipmitool,0105-sensor_reading.patch,0105-sensor_reading.patch,common,2024-02-12 19:41:31+01:00,2022-10-29 19:36:29+02:00
sblim-wbemcli,sblim-wbemcli-1.6.3-fix-exit-status.patch,Report-failure-in-the-exit-code.patch,common,2019-08-27 15:06:07+02:00,
sblim-wbemcli,sblim-wbemcli-1.6.1-ssl-proto-option.patch,Allow-wbemcli-to-use-TLS.patch,similar,2015-08-10 15:47:22+02:00,2016-12-25 17:53:44+01:00
python-testing.postgresql,https://github.com/tk0miya/testing.postgresql/commit/738c8eb19a4b064dd74ff851c379dd1cbf11bc65.patch,0001-From-Takeshi-KOMIYA-i.tkomiya-gmail.com.patch,common,2022-01-06 09:05:38-05:00,
jfsutils,jfsutils_format-security_ftbs.patch,format-security-errors.patch,similar,2013-12-04 21:56:06+01:00,
xloadimage,10_config.c-HOME-fix.dpatch,10_config.c-HOME-fix.patch,common,2008-12-10 16:15:00+00:00,2016-10-03 15:17:27+02:00
xloadimage,04_previous-image.dpatch,04_previous-image.patch,common,2008-12-10 16:15:00+00:00,2016-10-03 15:17:27+02:00
xloadimage,15_CAN-2005-0638.dpatch,15_CAN-2005-0638.patch,common,2008-12-10 16:15:00+00:00,2016-10-03 15:17:27+02:00
xloadimage,02_png-support.dpatch,02_png-support.patch,common,2008-12-10 16:15:00+00:00,2016-10-03 15:17:27+02:00
xloadimage,17_security-sprintf.dpatch,17_security-sprintf.patch,common,2008-12-10 16:15:00+00:00,2016-10-03 15:17:27+02:00
xloadimage,07_SYSPATHFILE.dpatch,07_SYSPATHFILE.patch,common,2008-12-10 16:15:00+00:00,2016-10-03 15:17:27+02:00
xloadimage,08_manpage-config-path.dpatch,08_manpage-config-path.patch,common,2008-12-10 16:15:00+00:00,2016-10-03 15:17:27+02:00
xloadimage,01_libjpeg-support.dpatch,01_libjpeg-support.patch,common,2008-12-10 16:15:00+00:00,2016-10-03 15:17:27+02:00
xloadimage,09_xloadimagerc-path.dpatch,09_xloadimagerc-path.patch,common,2008-12-10 16:15:00+00:00,2016-10-03 15:17:27+02:00
xloadimage,05_idelay-manpage.dpatch,05_idelay-manpage.patch,common,2008-12-10 16:15:00+00:00,2016-10-03 15:17:27+02:00
xloadimage,19_fix_root_c_resource_leak.dpatch,19_fix_root_c_resource_leak.patch,common,2008-12-10 16:15:00+00:00,2016-10-03 15:17:27+02:00
xloadimage,18_manpage_fixes.dpatch,18_manpage_fixes.patch,common,2008-12-10 16:15:00+00:00,2016-10-03 15:17:27+02:00
xloadimage,03_security-strfoo.dpatch,03_security-strfoo.patch,common,2008-12-10 16:15:00+00:00,2016-10-03 15:17:27+02:00
xloadimage,06_-Wall-cleanup.dpatch,06_-Wall-cleanup.patch,common,2008-12-10 16:15:00+00:00,2016-10-03 15:17:27+02:00
xloadimage,11_fork-implies-quiet.dpatch,11_fork-implies-quiet.patch,common,2008-12-10 16:15:00+00:00,2016-10-03 15:17:27+02:00
xloadimage,14_errno-not-extern.dpatch,14_errno-not-extern.patch,common,2008-12-10 16:15:00+00:00,2016-10-03 15:17:27+02:00
xloadimage,13_varargs-is-obsolete.dpatch,13_varargs-is-obsolete.patch,common,2008-12-10 16:15:00+00:00,2016-10-03 15:17:27+02:00
xloadimage,16_CAN-2005-0639.dpatch,16_CAN-2005-0639.patch,common,2008-12-10 16:15:00+00:00,2016-10-03 15:17:27+02:00
xloadimage,12_fix-tile.dpatch,12_fix-tile.patch,common,2008-12-10 16:15:00+00:00,2016-10-03 15:17:27+02:00
plotutils,plotutils-configure-c99.patch,40_plotutils-configure-c99.patch,common,2023-01-18 12:54:40+01:00,2023-01-18 16:20:35+01:00
plotutils,plotutils-werror-format-security.patch,31_fedora_plotutils-werror-format-security.patch,common,2013-12-04 15:25:57+01:00,2016-01-03 18:01:36+01:00
dcmtk,0018-CVE-2022-43272-Fixed-memory-leak-in-single-process-mode.patch,c34f4e46e672ad21accf04da0dc085e43be6f5e1.patch,common,2023-03-01 23:33:40-06:00,2023-01-04 11:14:53+01:00
libkkc,libkkc-vala-abstract-create.patch,0007-build-Declare-creation-methods-of-abstract-classes-a.patch,common,2019-08-09 18:00:40+02:00,2019-11-13 20:10:56-05:00
libkkc,libkkc-POT.skip.patch,Don-t-translate-generated-file.patch,common,2017-12-13 19:27:54+09:00,2017-08-13 13:32:17+09:00
xscorch,xscorch-0.2.1-missing-proto.patch,gdk-include,common,2016-01-26 23:11:54+01:00,
xscorch,xscorch-0.2.1-memcpy.patch,overlapping-memcpy,common,2014-08-11 14:11:47-05:00,
pybluez,427.patch,Use-Py_ssize_t-when-parsing-buffer-length-fix-426-42.patch,similar,2022-01-07 10:36:39-06:00,2022-05-28 13:46:17+09:00
overgod,overgod-1.0-shield_bmp_array_overrun.patch,040_fix_array_overrun.patch,common,2014-06-16 16:08:22+02:00,2013-08-03 17:36:57-04:00
overgod,overgod-1.0-format-string.patch,030_security_build_warns.patch,similar,2014-06-16 16:08:22+02:00,2013-08-03 17:36:57-04:00
gkrellm,10_fix_glib_underlinkage.patch,10_fix_glib_underlinkage.patch,common,2019-08-25 17:38:14-04:00,2013-06-29 21:40:44+02:00
gkrellm,05_bts437033_fix_strip.patch,05_bts437033_fix_strip.patch,common,2019-08-25 17:38:14-04:00,2008-09-07 23:03:59+02:00
gkrellm,04_fix_manpage_hyphen.patch,04_fix_manpage_hyphen.patch,common,2019-08-25 17:38:14-04:00,2008-09-06 20:22:10+02:00
starplot,starplot-0.95.5-desktop.patch,01-starplot_desktop_file.diff,common,2008-06-27 20:55:19+00:00,
squeak-vm,squeak-vm-4.10.2-format-security.patch,fix_printf_syntax.patch,common,2013-12-06 11:43:35+01:00,2012-12-25 13:30:18+01:00
koules,0006-From-Debian-050_defines.diff.patch,050_defines.diff,common,2009-04-13 19:33:59+00:00,2006-11-03 11:08:33+00:00
koules,0012-From-Debian-108_use_right_visual.diff.patch,108_use_right_visual.diff,common,2009-04-13 19:33:59+00:00,2007-10-27 02:41:17+00:00
koules,0005-From-Debian-100_spelling.diff.patch,100_spelling.diff,common,2024-04-21 18:19:27-04:00,2006-11-03 11:08:33+00:00
koules,0013-From-Debian-109_fpe_fix.diff.patch,109_fpe_fix.diff,common,2015-11-09 09:05:11+01:00,2007-10-27 02:41:17+00:00
koules,0051-From-Debian-113_spelling_fixes.diff.patch,113_spelling_fixes.diff,common,2024-04-21 18:19:27-04:00,2014-12-07 23:53:02+01:00
koules,0049-From-Debian-111_font_unsigned_char.diff.patch,111_font_unsigned_char.diff,common,2024-04-21 18:19:27-04:00,2012-12-30 22:27:45+00:00
koules,0050-From-Debian-112_unsigned_control.diff.patch,112_unsigned_control.diff,common,2024-04-21 18:19:27-04:00,2014-05-25 22:48:49+02:00
koules,0011-From-Debian-107_fix_xsynchronize.diff.patch,107_fix_xsynchronize.diff,common,2015-11-09 09:05:11+01:00,2007-10-27 02:41:17+00:00
koules,0052-From-Debian-double-declaration.patch,double-declaration.patch,common,2024-04-21 18:19:27-04:00,2020-05-16 17:37:50+02:00
koules,0010-From-Debian-106_shm_check.diff.patch,106_shm_check.diff,common,2009-04-13 19:33:59+00:00,2006-11-03 11:08:33+00:00
koules,0048-From-Debian-110_manpage_hyphens.diff.patch,110_manpage_hyphens.diff,common,2024-04-21 18:19:27-04:00,2012-01-11 22:55:44+00:00
koules,0022-Fix-string-quoting.patch,103_asm.diff,similar,2015-11-09 09:05:11+01:00,2006-11-03 11:08:33+00:00
rust-tokio-serde,tokio-serde-fix-metadata.diff,relax-deps.diff,common,2023-12-07 17:43:57+09:00,2022-10-15 17:49:21-04:00
gnupg1,0001-Rename-package-to-gnupg1-1656282.patch,0003-change-package-name-to-gnupg1.patch,common,2018-12-07 13:21:44-08:00,2016-04-18 19:27:51-04:00
nexus,nexus-fix-nxtranslate-xml.patch,libxml2-deprecated-functions.patch,similar,2020-08-14 21:32:24-04:00,2020-02-23 11:02:42+11:00
festival,festival-2.5.0-filesystem-standard.patch,20-debian-filesystem-standard.diff,similar,2019-10-16 18:39:52-04:00,2014-01-04 22:04:41+01:00
festival,festival-2.5.0-siteinit.patch,11-siteinit.diff,similar,2019-10-16 18:39:52-04:00,2014-01-04 22:04:41+01:00
maven-artifact-transfer,0003-Port-to-maven-3.8.1.patch,02-maven-compatibility.patch,similar,2022-01-05 19:13:11+01:00,2017-07-19 15:35:28+02:00
ibus-kkc,ibus-kkc-content-type.patch,ibus-kkc-content-type.patch,common,2013-11-07 12:44:40+09:00,2014-06-21 01:31:27+09:00
chemtool,chemtool-gcc10.patch,957084_gcc10.patch,common,2020-02-20 12:12:55+01:00,2020-10-03 11:36:19+02:00
xzgv,0001-Fix-xzgv-man-page-so-it-is-valid-nroff.patch,0001-Fix-xzgv-man-page-so-it-is-valid-nroff.patch,common,2020-07-25 16:04:01+02:00,2019-03-05 22:47:13-05:00
endlessh,0001-Fix-binary-path-in-endlessh.service.patch,0001-Fix-binary-path-in-endlessh.service.patch,common,2020-12-06 20:23:54+01:00,2019-08-05 01:23:39+02:00
pidgin-sipe,pidgin-sipe-1.25.0-fix-false-negative-configure-checks.patch,0001-Fix-359-Incorrect-build-due-to-false-negative-config.patch,common,2019-10-15 19:05:03+03:00,2020-01-23 17:54:03+01:00
libfreehand,0001-Add-missing-semicolon-to-fix-build-with-icu-65.1.patch,icu-65-api-macros-with-semicolon.patch.1,common,2019-11-03 15:14:28+01:00,
iagno,0001-Don-t-alter-or-try-to-write-GtkChild-fields.patch,Don-t-alter-or-try-to-write-GtkChild-fields.patch,common,2021-10-06 07:47:32+02:00,2021-08-24 18:44:35-04:00
iagno,0001-Reference-of-GtkChild-fields-is-handled-by-GtkBuilde.patch,Reference-of-GtkChild-fields-is-handled-by-GtkBuilder-typ.patch,common,2021-10-06 07:47:32+02:00,2021-08-24 18:44:35-04:00
spacefm,spacefm-1.0.6-gcc10-fno-common.patch,fix-gcc10-fno-common.patch,common,2020-01-26 15:17:26+09:00,2020-05-05 11:26:10+02:00
pinfo,pinfo-0.6.13-gccwarn.patch,Werror-format.patch,similar,2023-01-26 10:41:36+01:00,2025-02-14 13:29:16+01:00
spamass-milter,spamass-milter-0.4.0-authuser.patch,ignore_by_smtp_auth,similar,2009-04-24 16:01:25+00:00,
cgit,0001-use-highlight-3-by-default.patch,assume-highlight-version-3-in-filter-script.patch,common,2021-06-05 18:18:26-04:00,2015-08-10 22:14:30+02:00
sc,call_function_not_take_its_address.patch,call_function_not_take_its_address,common,2014-11-05 18:33:59+00:00,2014-05-18 15:04:14-05:00
sc,Upstream-changes-from-old-versions.patch,Upstream-changes-from-old-versions,common,2014-11-05 18:33:59+00:00,2024-11-21 11:43:47+01:00
sc,function_definitions.patch,function_definitions,common,2014-11-05 18:33:59+00:00,2014-05-18 14:22:58-05:00
sc,nonotimeout-ncurses6.patch,nonotimeout.patch,common,2016-07-19 16:42:18+01:00,2024-11-21 11:43:47+01:00
sc,format_security_fixes.patch,hardening,similar,2014-11-05 18:33:59+00:00,2024-11-21 11:43:47+01:00
pamix,0001-src-pamix_ui.cpp-always-use-s-style-format-for-print.patch,01-fix-string-literal.patch,common,2023-01-24 01:21:16+01:00,2021-11-01 16:06:33-06:00
renameutils,renameutils-0.12.0-install-typo.patch,install-exec-local-fix.patch,common,2013-06-11 00:03:57-04:00,2012-05-06 21:49:17+12:00
slic3r,slic3r-CVE-2020-28591.patch,Fix-CVE-2020-28591.patch,common,2021-03-18 10:25:50+01:00,
slic3r,slic3r-boost169.patch,0006-Fix-FTBFS-with-Boost-1.71.patch,common,2019-01-29 23:41:46+00:00,
slic3r,slic3r-boost-nowide.patch,Link-against-boost-nowide-library.patch,similar,2020-06-02 23:18:42+01:00,
pnm2ppa,pnm2ppa-gcc10.patch,0005-Declare-syslog_message-correctly-for-GCC-10-FTBFS.patch,common,2020-02-03 14:15:48+01:00,2020-07-24 10:49:31+02:00
mingetty,mingetty-1.08-limit_tty_length.patch,221841-ttynameoverflow.patch,common,2010-10-26 17:33:50+02:00,
mingetty,mingetty-1.08-Allow-login-name-up-to-LOGIN_NAME_MAX-length.patch,rh-loginnamemax.patch,common,2010-11-10 17:02:33+01:00,
mingetty,mingetty-1.08-Clear-scroll-back-buffer-on-clear-screen.patch,rh-clearscrollback.patch,common,2011-06-10 14:09:25+02:00,
tcpick,tcpick-0.2.1-ppc.patch,fix-infinite-loop-on-powerpc.patch,common,2006-09-09 22:39:43+00:00,2016-12-09 23:14:00+01:00
dasher,0001-Remove-extern-C-warpper-around-atspi-glib-headers-in.patch,atspi_cpp,common,2021-03-25 17:24:41+02:00,2021-09-04 20:02:33+02:00
dasher,gnome-doc-utils-depr.patch,yelp,similar,2019-09-10 17:12:36+03:00,2019-12-28 00:25:24+01:00
python-mock,https://github.com/testing-cabal/mock/commit/f3e3d82aab.patch,0004-fix-tests-that-should-test-mock-but-were-testing-uni.patch,common,2022-01-06 16:52:32+01:00,2022-01-13 15:21:10+00:00
mozjs102,fix-soname.patch,fix-soname.patch,common,2022-08-10 00:02:39+02:00,
mozjs102,tests-increase-timeout.patch,tests-increase-timeout.patch,common,2022-08-10 00:02:39+02:00,
mozjs102,copy-headers.patch,copy-headers.patch,common,2022-08-10 00:02:39+02:00,
bijiben,meson-0.61-build.patch,meson-fix-build-with-meson-0.61.patch,common,2022-07-20 10:11:21+02:00,
marsshooter,avoid-crash-because-of-missing-return-statement.patch,avoid-crash-because-of-missing-return-statement.patch,common,2021-01-16 17:06:00+01:00,2019-05-29 14:49:58+02:00
marsshooter,marsshooter-gcc11-fix.patch,gcc11.patch,common,2020-12-19 16:11:59+01:00,2021-10-13 23:02:58+02:00
dsdp,DSDP-type-mismatch.patch,type-mismatch.patch,common,2020-01-27 13:54:11-07:00,2022-02-14 19:38:38+01:00
gnome-screenshot,57.patch,meson-remove-extraneous-positional-argument.patch,common,2022-10-07 16:45:21+02:00,2022-02-16 14:48:15-05:00
planets,planets-0.1.13-ocaml4.patch,ocaml4_typing,common,2014-06-24 10:31:36-05:00,2013-12-07 09:16:17+01:00
libgda5,libgda-5.2.10-mysql-bool-fix.patch,MySQL-bool-is-here-again.patch,common,2022-08-04 14:59:36-05:00,2021-09-11 15:06:52-04:00
rancid,rancid-Makefile.patch,13_CFLAGS.patch,common,2009-07-27 06:15:28+00:00,2012-05-18 18:49:52+02:00
gbdfed,gbdfed-1.6-format-security-fix.patch,format-security.patch,common,2013-12-03 11:42:53-05:00,2016-10-13 13:16:51+02:00
oomd,https://github.com/facebookincubator/oomd//commit/83a6742f08349fbc93f459228dcc3d1f56eac411.patch,0001-Resolved-a-compiler-error-due-to-lacking-include-162.patch,common,2022-08-09 15:33:23-05:00,
zinnia,zinnia-fixes-gcc6-compile.patch,gcc6.diff,common,2016-02-17 12:25:30+08:00,2018-11-28 12:51:20-05:00
audiofile,fde6d79fb8363c4a329a184ef0b107156602b225.patch,11_CVE-2018-13440.patch,common,2018-10-09 09:16:31-05:00,2019-03-30 23:54:48+01:00
audiofile,822b732fd31ffcb78f6920001e9b1fbd815fa712.patch,12_CVE-2018-17095.patch,common,2018-10-09 08:46:57-05:00,2019-03-30 23:54:48+01:00
audiofile,audiofile-0.3.6-CVE-2022-24599.patch,13-Fix-CVE-2022-24599.patch,common,2023-11-13 11:05:04-06:00,
audiofile,audiofile-0.3.6-pull43.patch,04_clamp-index-values-to-fix-index-overflow-in-IMA.cpp.patch,common,2017-03-12 11:49:48+01:00,2017-03-16 21:39:28+01:00
audiofile,audiofile-0.3.6-narrowing.patch,01_gcc6.patch,similar,2016-02-03 22:19:55+01:00,2016-06-14 14:07:16+01:00
audiofile,audiofile-0.3.6-pull42.patch,06_Check-for-multiplication-overflow-in-MSADPCM-decodeSam.patch,similar,2017-03-12 11:49:48+01:00,2017-03-16 21:39:28+01:00
audiofile,audiofile-0.3.6-pull44.patch,10_Check-for-division-by-zero-in-BlockCodec-runPull.patch,similar,2017-03-12 11:49:48+01:00,2017-03-16 21:39:28+01:00
tcltls,tcltls-1.7.22-cert-tests.patch,certs-tests.patch,common,2022-05-28 22:40:35+02:00,2019-07-18 15:01:09+03:00
tcltls,tcltls-1.7.22-fall-through.patch,fall-through.patch,common,2022-05-28 22:40:35+02:00,2019-09-14 10:58:14+03:00
tcltls,tcltls-1.7.21-cipher-tests.patch,cipher-tests.patch,common,2020-06-24 23:47:13+02:00,2018-04-02 16:38:59+03:00
tcltls,tcltls-1.7.22-openssl3.patch,openssl3.patch,common,2022-05-28 22:40:35+02:00,2022-03-20 15:12:20+03:00
tcltls,tcltls-1.7.21-hostname-tests.patch,hostname-tests.patch,common,2020-06-24 23:47:13+02:00,2019-07-18 15:01:09+03:00
libmacaroons,libmacaroons-deserialize-memleak.patch,libmacaroons-deserialize-memleak.patch,common,2019-06-18 20:51:17-05:00,2020-11-18 11:12:45+01:00
libmacaroons,libmacaroons-hex-encoding.patch,libmacaroons-hex-encoding.patch,common,2018-06-16 22:18:21-05:00,2020-11-18 11:12:45+01:00
vnstat,vnstat.service.patch,debian/systemd_user.diff,common,2015-12-01 08:10:19+01:00,2014-09-03 22:54:20+02:00
jglobus,jglobus-key-usage.patch,jglobus-key-usage.patch,common,2017-07-03 13:32:28+02:00,2017-06-30 09:14:35+02:00
jglobus,jglobus-remove-unused-FORCE_SSLV3_AND_CONSTRAIN_CIPHERSUITES.patch,jglobus-remove-unused-FORCE_SSLV3_AND_CONSTRAIN_CIPHERSUITES.patch,common,2019-02-10 08:09:42+01:00,2019-02-22 05:59:48+01:00
jglobus,jglobus-support-PKCS8-key-format.patch,jglobus-support-PKCS8-key-format.patch,common,2018-10-30 10:03:47+01:00,2018-11-04 06:58:55+01:00
jglobus,jglobus-DERObjectIdentifier-is-obsolete.patch,jglobus-DERObjectIdentifier-is-obsolete.patch,common,2015-06-18 06:29:41+02:00,2015-08-14 07:18:49+02:00
jglobus,jglobus-javadoc.patch,jglobus-javadoc.patch,common,2017-07-03 13:32:28+02:00,2017-06-30 09:14:35+02:00
jglobus,jglobus-dont-force-SSLv3.patch,jglobus-dont-force-SSLv3.patch,common,2015-06-18 06:29:41+02:00,2015-08-14 07:18:49+02:00
jglobus,jglobus-only-allow-TLSv1-and-TLSv1.2-not-TLSv1.1.patch,jglobus-only-allow-TLSv1-and-TLSv1.2-not-TLSv1.1.patch,common,2019-02-10 08:09:42+01:00,2019-02-22 05:59:48+01:00
jglobus,jglobus-do-not-force-SSLv3-TLSv1-allow-TLSv1.1-TLSv1.2.patch,jglobus-do-not-force-SSLv3-TLSv1-allow-TLSv1.1-TLSv1.2.patch,common,2018-10-30 10:03:47+01:00,2018-11-04 06:58:55+01:00
jglobus,jglobus-remove-synchronization-on-CRL-in-CRLChecker.patch,jglobus-remove-synchronization-on-CRL-in-CRLChecker.patch,common,2018-10-30 10:03:47+01:00,2018-11-04 06:58:55+01:00
jglobus,jglobus-do-not-accumulate-matches-in-GlobusPathMatchingResou.patch,jglobus-do-not-accumulate-matches-in-GlobusPathMatchingResou.patch,common,2018-10-30 10:03:47+01:00,2018-11-04 06:58:55+01:00
jglobus,jglobus-adapt-to-changes-in-PrivateKeyInfo-class.patch,jglobus-adapt-to-changes-in-PrivateKeyInfo-class.patch,common,2019-02-10 08:09:42+01:00,2019-02-22 05:59:48+01:00
glogg,glogg-qt5dbus.patch,fix-dbus-lib-for-qt5.diff,common,2015-01-16 20:14:27+01:00,
libcanberra,0001-gtk-Don-t-assume-all-GdkDisplays-are-GdkX11Displays-.patch,gtk_dont_assume_x11.patch,common,2014-05-19 09:56:32-04:00,2016-04-05 15:26:14+00:00
fpc,fpc-3.2.2--ppc64le-toc-fixes.patch,ppc64el-toc-fixes.patch,common,2022-02-07 21:37:00+01:00,2022-08-16 11:16:50+02:00
fpc,fpc-3.2.2--pas2jni-cthreads.patch,pas2jni-cthreads.patch,common,2022-03-16 23:23:23+01:00,2022-08-16 11:19:08+02:00
libtar,libtar-1.2.20-CVE-2021-33643-CVE-2021-33644.patch,openEuler-CVE-2021-33643-CVE-2021-33644.patch,common,2022-08-26 15:55:09+02:00,2025-01-20 12:03:32+02:00
libtar,libtar-1.2.11-bz729009.patch,no_strip.patch,common,2011-08-09 12:06:46+02:00,2025-01-20 11:30:28+02:00
libtar,libtar-1.2.20-no-static-buffer.patch,no_static_buffers.patch,similar,2013-10-25 14:03:09+02:00,2025-01-20 11:30:28+02:00
hedgewars,0a8921bf167481045830095c731eb3c67af913e4.patch,clang-15.patch,common,2022-12-15 10:21:06-06:00,2022-09-23 07:48:55+02:00
fuse,fuse2-0007-util-ulockmgr_server.c-conditionally-define-closefro.patch,0001-util-ulockmgr_server.c-conditionally-define-closefro.patch,common,2021-07-27 21:23:01+02:00,
fuse,fuse2-0002-add-fix-for-namespace-conflict-in-fuse_kernel.h.patch,0006-arm64.patch,common,2019-04-04 13:07:39+03:00,
