package,fedora_patch,debian_patch,type,fedora_time,debian_time
kreport,0019-Fix-build-with-GCC-10-make-KReportGroupTracker-use-C.patch,upstream_Fix-build-with-GCC-10-make-KReportGroupTracker-use-C.patch,common,2021-02-18 07:17:22-06:00,2020-11-26 16:56:19+01:00
gts,0002-Add-gts2xyz-manpage.patch,gts2xyz-manpage,similar,2016-01-26 09:53:21+01:00,
modem-manager-gui,0004-fix-segfault-on-DNS-entries.patch,fix_segfault_on_DNS_entries.patch,common,2022-07-26 09:00:00+02:00,2022-05-25 13:47:05+02:00
modem-manager-gui,0003-fix-deprecated-meson-functions.patch,meson0.61.patch,common,2022-07-22 12:12:12+02:00,2022-03-27 21:44:00+02:00
sane-frontends,sane-frontends-1.0.14-array-out-of-bounds.patch,0115-xcam_off_by_one.patch,common,2009-07-31 14:31:01+00:00,
whichwayisup,whichwayisup-0.7.9-initialize_only_required_pygame_modules.patch,initialize-only-required-pygame-modules.patch,common,2017-08-25 10:57:28+02:00,2013-05-28 18:36:11+00:00
whichwayisup,whichwayisup-0.7.9-check_for_joystick_axes_not_null.patch,check-for-joystick-axes-not-null.patch,common,2017-08-25 10:57:28+02:00,2013-05-28 18:36:11+00:00
whichwayisup,whichwayisup-0.7.9-python3.patch,python3.patch,similar,2019-08-09 13:52:13+02:00,2019-07-24 20:56:46+02:00
freedroid,freedroid-c99.patch,proto,common,2023-01-27 10:15:42+01:00,
wide-dhcpv6,wide-dhcpv6-0018-dhcpv6-ignore-advertise-messages-with-none-of-reques.patch,0018-dhcpv6-ignore-advertise-messages-with-none-of-reques.patch,common,2021-04-03 14:52:25+11:00,2018-03-24 22:03:07+09:00
wide-dhcpv6,wide-dhcpv6-0007-Adding-ifid-option-to-the-dhcp6c.conf-prefix-interfa.patch,0007-Adding-ifid-option-to-the-dhcp6c.conf-prefix-interfa.patch,common,2015-02-08 06:16:57+10:00,2010-11-11 16:42:21+01:00
wide-dhcpv6,wide-dhcpv6-0014-Support-to-build-on-kFreeBSD-n-GNU-Hurd-platform.patch,0014-Support-to-build-on-kFreeBSD-n-GNU-Hurd-platform.patch,common,2021-04-03 14:52:25+11:00,2015-12-05 01:40:42+09:00
wide-dhcpv6,wide-dhcpv6-0017-Remove-unused-linking-with-libfl.patch,0017-Remove-unused-linking-with-libfl.patch,common,2021-04-03 14:52:25+11:00,2018-03-24 00:57:41+09:00
wide-dhcpv6,wide-dhcpv6-0009-Fix-renewal-of-IA-NA.patch,0009-Fix-renewal-of-IA-NA.patch,common,2015-02-08 06:16:57+10:00,2014-12-02 11:47:18+01:00
wide-dhcpv6,wide-dhcpv6-0022-Make-sla-id-config-optional.patch,0022-Make-sla-id-config-optional.patch,common,2015-02-08 06:16:57+10:00,2020-09-06 16:26:55+09:00
wide-dhcpv6,wide-dhcpv6-0021-Make-sla-len-config-optional.patch,0021-Make-sla-len-config-optional.patch,common,2021-04-03 14:52:25+11:00,2020-09-06 16:26:55+09:00
wide-dhcpv6,wide-dhcpv6-0010-Call-client-script-after-interfaces-have-been-update.patch,0010-Call-client-script-after-interfaces-have-been-update.patch,common,2015-02-08 06:16:57+10:00,2014-12-02 11:48:58+01:00
wide-dhcpv6,wide-dhcpv6-0020-Adding-option-to-randomize-interface-id.patch,0020-Adding-option-to-randomize-interface-id.patch,common,2021-04-03 14:52:25+11:00,2018-10-17 23:05:06+09:00
wide-dhcpv6,wide-dhcpv6-0011-resolv-warnings-so-as-to-make-blhc-and-gcc-both-happ.patch,0011-resolv-warnings-so-as-to-make-blhc-and-gcc-both-happ.patch,common,2021-04-03 14:52:25+11:00,2015-09-10 23:29:22+09:00
wide-dhcpv6,wide-dhcpv6-0019-Server-should-not-bind-control-port-if-there-is-no-s.patch,0019-Server-should-not-bind-control-port-if-there-is-no-s.patch,common,2021-04-03 14:52:25+11:00,2018-03-24 22:20:26+09:00
wide-dhcpv6,wide-dhcpv6-0012-fix-a-redefined-YYDEBUG-warning-of-gcc-for-the-code-.patch,0012-fix-a-redefined-YYDEBUG-warning-of-gcc-for-the-code-.patch,common,2021-04-03 14:52:25+11:00,2015-09-10 23:29:22+09:00
wide-dhcpv6,wide-dhcpv6-0005-Update-ifid-on-interface-restart.patch,0005-Update-ifid-on-interface-restart.patch,common,2015-02-08 06:16:57+10:00,2010-04-06 16:01:58+02:00
wide-dhcpv6,wide-dhcpv6-0013-added-several-comments-examples-by-Stefan-Sperling.patch,0013-added-several-comments-examples-by-Stefan-Sperling.patch,common,2021-04-03 14:52:25+11:00,2015-11-25 18:27:43+09:00
wide-dhcpv6,wide-dhcpv6-0001-Fix-manpages.patch,0001-Fix-manpages.patch,common,2015-02-08 06:16:57+10:00,2008-10-12 17:45:17+02:00
wide-dhcpv6,wide-dhcpv6-0002-Don-t-strip-binaries.patch,0002-Don-t-strip-binaries.patch,common,2015-02-08 06:16:57+10:00,2008-10-12 19:07:38+02:00
wide-dhcpv6,wide-dhcpv6-0015-a-bit-info-to-logger-when-get-OPTION_RECONF_ACCEPT.patch,0015-a-bit-info-to-logger-when-get-OPTION_RECONF_ACCEPT.patch,common,2021-04-03 14:52:25+11:00,2015-12-24 23:20:28+09:00
wide-dhcpv6,wide-dhcpv6-0003-Close-inherited-file-descriptors.patch,0003-Close-inherited-file-descriptors.patch,common,2015-02-08 06:16:57+10:00,2010-04-06 16:01:58+02:00
wide-dhcpv6,wide-dhcpv6-0004-GNU-libc6-fixes.patch,0004-GNU-libc6-fixes.patch,common,2015-02-08 06:16:57+10:00,2009-03-09 10:56:14+01:00
wide-dhcpv6,wide-dhcpv6-0006-Add-new-feature-dhcp6c-profiles.patch,0006-Add-new-feature-dhcp6c-profiles.patch,common,2015-02-08 06:16:57+10:00,2008-12-17 14:23:25+01:00
wide-dhcpv6,wide-dhcpv6-0016-fix-typo-in-dhcp6c.8-manpage.patch,0016-fix-typo-in-dhcp6c.8-manpage.patch,common,2021-04-03 14:52:25+11:00,2016-10-26 23:52:58+09:00
wide-dhcpv6,wide-dhcpv6-0008-Close-file-descriptors-on-exec.patch,0008-Close-file-descriptors-on-exec.patch,common,2021-04-03 14:52:25+11:00,2014-12-02 11:45:48+01:00
fvwm,fvwm-0005-Fix-for-lock-recusion-in-handle_all_expose.patch,xthread_fix.patch,common,2024-01-21 14:04:53+01:00,
patch,patch-2.7.6-allow-input-files-to-be-missing-for-ed-style-patches.patch,Allow_input_files_to_be_missing_for_ed-style_patches.patch,common,2019-07-29 15:50:01+02:00,2021-01-09 00:00:00+00:00
patch,patch-2.7.6-dont-leak-temporary-file-on-failed-multi-file-ed-style-patch.patch,0007-Do_not_leak_temporary_file_on_failed_multi-file.patch,common,2019-07-29 15:50:01+02:00,2021-01-09 00:00:00+00:00
patch,patch-CVE-2018-1000156.patch,Fix_arbitrary_command_execution_in_ed-style_patches.patch,common,2018-05-03 12:53:39+01:00,2018-04-14 00:00:00+00:00
patch,patch-2.7.6-fix-ed-style-test-failure.patch,0001-Fix-ed-style-test-failure.patch,common,2019-07-29 15:50:01+02:00,2021-01-09 00:00:00+00:00
patch,patch-2.7.6-CVE-2019-13636-symlinks.patch,0004-CVE-2019-13636.patch,common,2019-07-24 15:05:07+02:00,2021-01-09 00:00:00+00:00
patch,patch-2.7.6-dont-leak-temporary-file-on-failed-ed-style-patch.patch,0006-Do_not_leak_temporary_file.patch,common,2019-07-29 15:50:01+02:00,2021-01-09 00:00:00+00:00
patch,patch-2.7.6-crash-RLIMIT_NOFILE.patch,0003-Do_not_crash_when_RLIMIT_NOFILE_is_set_to_RLIM_INFINITY.patch,common,2019-07-24 15:05:07+02:00,2021-01-09 00:00:00+00:00
patch,patch-2.7.6-avoid-invalid-memory-access-in-context-format-diffs.patch,0008-Avoid_invalid_memory_access_in_context_format_diffs.patch,common,2019-07-24 15:05:07+02:00,2021-01-09 09:58:08+01:00
patch,patch-2.7.6-abort_when_cleaning_up_fails.patch,0002-Abort_when_cleaning_up_fails.patch,common,2019-07-24 15:05:07+02:00,2019-06-28 00:00:00+00:00
patch,patch-2.7.6-CVE-2019-13638-invoked-ed-directly-instead-of-using-the-shell.patch,0005-CVE-2019-13638.patch,common,2019-07-29 15:50:01+02:00,2021-01-09 00:00:00+00:00
patch,patch-2.7.6-fix-segfault-with-mangled-rename-patch.patch,Fix_segfault_with_mangled_rename_patch.patch,common,2019-07-29 15:50:01+02:00,2021-01-09 00:00:00+00:00
patch,patch-2.7.6-failed_assertion.patch,0009-Fix_failed_assertion_outstate-after_newline.patch,common,2019-07-24 15:05:07+02:00,2021-01-09 00:00:00+00:00
ois,ois-gcc47.patch,gcc47.diff,common,2012-01-16 21:43:08-06:00,
eegdev,fix-racecond-in-biosemi-tests.patch,fix-racecond-in-biosemi-tests.patch,common,2015-11-30 22:52:53+01:00,2012-05-21 22:18:46+02:00
eegdev,fix-biosemi-on-bigendian.patch,fix-biosemi-on-bigendian.patch,common,2015-11-30 22:52:53+01:00,2012-05-21 22:18:46+02:00
eegdev,fix-bison-grammar-file.patch,fix-bison-grammar-file.patch,common,2015-11-30 22:52:53+01:00,2018-10-16 11:42:51+02:00
eegdev,include-config_h.patch,include-config_h.patch,common,2015-11-30 22:52:53+01:00,2018-10-16 11:42:51+02:00
eegdev,fix-unaligned-memory-access.patch,fix-unaligned-memory-access.patch,common,2015-11-30 22:52:53+01:00,2018-10-16 11:42:51+02:00
eegdev,fix-biosemi-close-hangups.patch,fix-biosemi-close-hangups.patch,common,2015-11-30 22:52:53+01:00,2012-05-23 12:30:01+02:00
wvdial,wvdial-1.61-ftbfs_with_gcc_4.5.patch,020_ftbfs_with_gcc_4.5.patch,common,2019-01-04 15:15:30+01:00,2022-02-05 13:50:20-03:00
wvdial,wvdial-1.61-typo_pon.wvdial.1.patch,010_typo_pon.wvdial.1.patch,common,2019-01-04 15:15:30+01:00,2022-02-05 13:50:20-03:00
aesfix,aesfix-10_add-GCC-hardening.patch,10_add-hardening.patch,common,2023-07-25 18:44:39+02:00,2017-01-01 23:04:11-02:00
a2jmidid,a2jmidid-add-riscv64-support.patch,0001-sigsegv-enable-RISC-V-build.patch,common,2023-10-06 13:59:44+08:00,
mypaint,0002-python311.patch,python3.11.patch,common,2023-01-24 13:56:41-05:00,2023-01-03 16:11:31-05:00
fillets-ng,fillets-ng-0.8.1-gcc43.patch,gcc-4.3-fix,similar,2009-02-13 20:52:28+00:00,2013-12-02 13:53:47+00:00
wslay,10_update_cmake.patch,10_update_cmake.patch,similar,2023-03-10 01:10:00+01:00,2017-06-22 19:57:06+02:00
klatexformula,painter_path.patch,add_missing_QPainterPath_include,common,2021-02-16 00:33:25+00:00,
sendemail,sendemail-1.56-add-ipv6-support.patch,add-ipv6-support.patch,common,2017-11-08 22:06:07+01:00,
sendemail,sendemail-1.56-fix_ssl_version.patch,fix_ssl_version.patch,common,2017-11-08 22:06:07+01:00,
sendemail,sendemail-1.56-local-sendmail.patch,local-sendmail.patch,common,2017-11-08 22:06:07+01:00,
bwa,bwa-fix-build-gcc10.patch,gcc10.patch,common,2020-03-22 21:37:03+01:00,2022-07-03 21:49:44+02:00
libserialport,0001-HACK-don-t-even-check-for-termiox.patch,avoid-termiox.diff,common,2021-07-01 10:06:10+02:00,
virt-viewer,0001-data-remove-bogus-param-for-meson-i18n.merge_file.patch,data-remove-bogus-param-for-meson-i18n.merge_file.patch,common,2022-08-02 13:55:34+01:00,2022-07-13 15:48:00+02:00
libmpd,libmpd-11.8.17-strndup.patch,ftbfs-790251.patch,common,2015-06-17 14:44:07-05:00,2023-01-31 14:48:36-05:00
libetpan,libetpan-1.9.4-0002-Detect-extra-data-after-STARTTLS-responses-in-SMTP-a.patch,13_fix_CVE-2020-15953.diff,similar,2020-08-10 16:23:42+09:00,2021-01-10 16:44:24+01:00
rust-font-kit,font-kit-fix-metadata-auto.diff,only-linux-deps.patch,common,2020-10-13 17:15:04+02:00,2024-11-08 19:20:17+01:00
aubio,aubio-python39.patch,waflib-py311.patch,common,2020-02-20 00:27:53+01:00,2023-01-15 21:37:11+01:00
pingus,pingus-0.7.6-missing-header.patch,gcc7.patch,common,2017-01-27 11:56:48+00:00,2018-05-15 23:32:01+02:00
pingus,pingus-0.7.6-gcc470-udl.patch,20_gcc_4.7,common,2012-01-03 13:17:46-06:00,2018-05-15 23:32:01+02:00
pingus,pingus-0.7.6-python3.patch,scons-use-python3-print.patch,common,2019-08-01 14:04:39-05:00,2020-01-02 10:51:12+00:00
pingus,pingus-0.7.6-boost-169.patch,fef8cf6512fa4aa09e87643c22ef66de9ec7bb41.patch,similar,2019-02-14 08:48:59-06:00,
zipios++,zipios++-zipinputstreambuff.patch,zipinputstreambuf.diff,common,2012-06-27 10:41:32-05:00,
zipios++,zipios++-amd64_fix.patch,amd64_fix.diff,common,2012-04-17 16:10:48-05:00,
xawtv,xawtv-strsignal.patch,0001-Replace-sys_siglist-with-strsignal.patch,common,2020-07-23 21:52:05-06:00,2024-01-08 12:51:34+01:00
libx86,libx86-fix_processor_flags.patch,01-fix_processor_flags.patch,common,2021-12-13 09:55:55-06:00,2009-03-08 19:34:09+01:00
samdump2,samdump2-openssl.patch,50_openssl.patch,common,2021-02-18 23:54:22+00:00,2016-11-22 17:03:30+01:00
megaglest,789e1cdf371137b729e832e28a5feb6e97a3a243.patch,789e1cdf371137b729e832e28a5feb6e97a3a243.patch,common,2022-11-15 22:53:05-05:00,2022-10-27 17:35:01-04:00
megaglest,5801b1fafff8ad9618248d4d5d5c751fdf52be2f.patch,5801b1fafff8ad9618248d4d5d5c751fdf52be2f.patch,common,2022-11-15 22:53:05-05:00,2022-10-27 17:35:01-04:00
megaglest,fbd0cfb17ed759d24aeb577a602b0d97f7895cc2.patch,fbd0cfb17ed759d24aeb577a602b0d97f7895cc2.patch,common,2022-11-15 22:53:05-05:00,2022-10-27 17:35:01-04:00
megaglest,e09ba53c436279588f769d6ce8852e74d58f8391.patch,e09ba53c436279588f769d6ce8852e74d58f8391.patch,common,2022-11-15 22:53:05-05:00,2022-10-27 17:35:01-04:00
rust-backoff,backoff-fix-metadata.diff,remove-wasm-bindgen.patch,common,2024-03-05 22:33:22+01:00,2025-01-13 20:01:12+08:00
iptstate,0002-Makefile-Use-pkg-config.patch,02-upstream-Makefile.patch,similar,2022-08-09 14:58:24+02:00,
libdbi-drivers,libdbi-drivers-0.9.0-buffer_overflow.patch,dbd_sqlite3_resolve_a_stack_buffer_overflow.patch,common,2023-04-24 09:22:02+10:00,
plplot,plplot-pyqt5-sip-path.patch,pyqt5-sip-path.patch,common,2021-07-15 16:14:00-04:00,2020-10-06 01:46:01-03:00
plplot,plplot-sip-build-support.patch,sip-build-support.patch,common,2021-07-15 16:14:00-04:00,2021-06-19 03:10:28-03:00
plplot,plplot-qt-5.15.patch,build-against-qt-5.15.patch,common,2020-09-17 21:25:57-06:00,2020-11-05 12:53:43-03:00
plplot,plplot-5.12.0-safe-string.patch,Fix-build-with-OCaml-4.06.patch,common,2017-11-18 12:12:40+00:00,2017-11-21 15:11:10+01:00
acpitool,var-line.patch,0001-Do-not-assume-fixed-line-lengths-for-proc-acpi-wakeu.patch,common,2018-10-26 15:11:23-06:00,2014-11-16 15:39:24+01:00
acpitool,ac_adapter.patch,ac_adapter.patch,common,2018-10-26 15:11:23-06:00,2010-03-28 14:57:16+02:00
acpitool,wakeup.patch,wakeup.patch,common,2018-10-26 15:11:23-06:00,2012-01-13 13:12:11+01:00
acpitool,kernel3.patch,kernel3.patch,common,2018-10-26 15:11:23-06:00,2012-01-13 13:30:04+01:00
acpitool,battery.patch,battery.patch,common,2018-10-26 15:11:23-06:00,2010-03-28 14:57:16+02:00
acpitool,typos.patch,typos.patch,similar,2018-10-26 15:11:23-06:00,2014-11-16 15:48:07+01:00
dmraid,pdc_raid10_failure.patch,18_pdc_raid10_failure..patch,common,2009-10-15 18:30:19+00:00,
dmraid,return_error_wo_disks.patch,10_exit_code.patch,common,2009-11-05 11:43:14+00:00,
dmraid,ddf1_lsi_persistent_name.patch,19_ddf1_lsi_persistent_name.patch,common,2009-10-15 19:36:19+00:00,
gnome-tetravex,20.patch,meson-drop-unused-argument-for-i18n.merge_file.patch,common,2022-10-07 21:52:59+02:00,2022-03-21 14:26:18-04:00
avahi,0016-Fix-NULL-pointer-crashes-from-175.patch,Fix-NULL-pointer-crashes-from-175.patch,common,2021-08-03 10:24:11-05:00,2022-06-05 18:26:39+02:00
avahi,0008-Ship-avahi-discover-1-bssh-1-and-bvnc-1-also-for-GTK.patch,Ship-avahi-discover-1-bssh-1-and-bvnc-1-also-for-GTK3.patch,common,2020-03-22 19:48:28-05:00,2017-09-06 15:45:40+02:00
avahi,0017-Emit-error-if-requested-service-is-not-found.patch,Emit-error-if-requested-service-is-not-found.patch,common,2022-11-17 02:07:14+01:00,2023-04-19 13:42:29+02:00
avahi,0006-avahi-dnsconfd.service-Drop-Also-avahi-daemon.socket.patch,avahi-dnsconfd.service-Drop-Also-avahi-daemon.socket.patch,common,2020-03-22 19:48:28-05:00,2018-02-02 12:13:42-05:00
avahi,0007-man-add-missing-bshell.1-symlink.patch,man-add-missing-bshell.1-symlink.patch,common,2020-03-22 19:48:28-05:00,2017-09-17 19:37:21+02:00
avahi,0010-fix-bytestring-decoding-for-proper-display.patch,fix-bytestring-decoding-for-proper-display.patch,common,2020-03-22 19:48:28-05:00,2020-04-24 11:43:27+01:00
avahi,0011-avahi_dns_packet_consume_uint32-fix-potential-undefi.patch,avahi_dns_packet_consume_uint32-fix-potential-undefined-b.patch,common,2020-03-22 19:48:28-05:00,2020-04-24 11:41:17+01:00
pcapy,py_ssize_t.patch,py_ssize_t.patch,common,2022-07-27 11:38:04-05:00,2022-03-24 21:23:18-04:00
dx,0002-dx-open.patch,10-open-mode.patch,similar,2007-08-17 23:59:32+00:00,2013-06-13 16:52:06+02:00
dx,0003-dx-gcc43.patch,10-gcc43-build-fix.patch,similar,2008-01-07 18:14:39+00:00,2013-07-04 13:20:38+02:00
dx,0007-dx-format-security.patch,50-format-security-fix.patch,similar,2014-02-27 16:23:10+01:00,2013-08-01 16:40:14+02:00
dx,0008-dx-narrowing.patch,50-narrowing-conversion-fix.patch,similar,2016-02-18 04:56:55+01:00,2016-02-20 23:17:12+02:00
golang-github-xeipuuv-gojsonschema,0001-Reject-comma-in-time-format.patch,0001-Reject-comma-in-time-format.patch,common,2022-02-23 22:37:06+01:00,2021-11-11 01:19:47+08:00
redsocks,libevent-2.1-compat.patch,libevent-2.1-compat.patch,common,2024-02-26 10:33:06+01:00,2018-03-29 22:59:44+03:00
wv,format-security.patch,hardening-format.patch,common,2013-12-12 17:16:41-05:00,2014-10-02 18:48:47+10:00
yajl,0006-Fix-CVE-2022-24795.patch,CVE-2022-24795.patch,common,2023-07-10 14:17:15+01:00,2023-07-10 18:27:44+02:00
yajl,0004-drop-bogus-_s-suffix-from-yajl-dynamic-library.patch,dynamically-link-tools.patch,common,2023-07-10 14:08:37+01:00,2009-09-08 09:05:46-07:00
yajl,0005-Fix-for-CVE-2017-16516.patch,CVE-2017-16516.patch,common,2023-07-10 14:16:22+01:00,2023-07-10 18:27:44+02:00
yajl,0007-yajl-fix-memory-leak-problem.patch,CVE-2023-33460.patch,similar,2023-07-10 14:18:30+01:00,2023-07-02 13:47:38+02:00
hfsutils,hfsutils-3.2.6-largefile.patch,0003-Add-support-for-files-larger-than-2GB.patch,common,2005-02-20 13:28:20+00:00,2021-01-23 15:35:04+01:00
linux-atm,man-pages.patch,manpages,similar,2010-10-13 14:28:39+02:00,
mrrescue,mrrescue-1.02e-love11.patch,love11.patch,common,2018-06-11 14:15:05-04:00,2018-08-04 17:16:44+02:00
kobodeluxe,KoboDeluxe-0.5.1-gcc44.patch,05_const_charp_conversion.patch,common,2009-03-09 10:18:08+00:00,2009-10-31 15:30:07+02:00
kobodeluxe,KoboDeluxe-0.5.1-midi-crash-fix.patch,midicon-segmentation-fault.patch,similar,2015-06-05 12:55:12+02:00,2016-04-06 00:30:08+02:00
websocketpp,websocketpp-0.8.2-fix-cmake-find-boost.patch,855.patch,common,2022-07-26 18:09:13+02:00,2020-01-08 18:15:37+01:00
luksmeta,luksmeta-9-relax-layout-assumptions.patch,1544448333.v9-1-g9c550e0.relax-content-tests-in-test-suite.patch,common,2019-06-03 08:57:06+02:00,2018-12-09 23:27:07+01:00
luksmeta,luksmeta-9-tests.patch,1569669851.v9-3-gaf81262.force-creation-of-luks1-containers-in-test-suite.patch,common,2018-08-09 15:14:19-04:00,2022-12-25 20:54:04+01:00
openbox,openbox-python3.patch,python3.patch,similar,2018-04-17 15:31:24+02:00,
prewikka,prewikka-5.2.0-fix_python_3.10.patch,005-Python_3_10_Support.patch,common,2021-08-14 02:07:06+02:00,2021-08-29 03:13:27-04:00
leveldb,0004-bloom_test-failure-on-big-endian-archs.patch,1001-fix_bloom_test.patch,common,2012-10-27 22:02:59+04:00,
neuron,0012-fix-c23-ftbfs.patch,02_require-c++17.patch,similar,2025-02-12 15:41:20+00:00,2023-02-03 00:54:09+01:00
libcryptui,libcryptui-3.12.2-use-gcr.patch,daemon-port-to-gcr-3.patch,common,2019-06-14 20:54:06+01:00,2017-07-09 22:20:29+00:00
w3c-markup-validator,w3c-markup-validator-1.0-valid-icons.patch,dfsg.patch,similar,2010-03-09 19:47:10+00:00,2011-08-29 21:45:41+01:00
bwbar,bwbar.zlib.h.patch,040_libpng.diff,common,2011-12-06 10:02:13+01:00,2017-07-26 20:40:21+02:00
bwbar,bwbar.debian-020_proc_net_2.6.x_fix.patch,020_proc_net_2.6.x_fix.diff,common,2004-11-08 04:07:10+00:00,2017-07-26 20:40:21+02:00
vte,vte-0.28.2-limit-arguments.patch,03_CVE-2012-2738.patch,common,2012-06-15 15:03:07-06:00,2012-06-23 14:02:56+00:00
vte,vte-alt-meta-confusion.patch,02_meta.patch,common,2011-12-12 12:32:06-05:00,2011-11-19 13:02:20+00:00
ditaa,ditaa-0.9-port-to-batik-1.8.patch,00-fix_imports.patch,similar,2015-08-31 12:50:31+02:00,2010-04-15 21:19:30+02:00
barrier,fix-includes.patch,fix-includes.patch,common,2022-02-22 17:47:01+10:00,
libu2f-host,libu2f-host-1.1.10_add_support_for_upcoming_json_c_0_14_0.patch,840f01135d2892f45e71b9e90405de587991bd03.patch,common,2020-04-13 19:43:26+02:00,2021-01-14 12:32:09+01:00
intltool,intltool-perl5.26-regex-fixes.patch,perl5.26-regex-fixes.patch,common,2015-07-13 17:05:03+02:00,2016-01-18 11:56:40+00:00
intltool,intltool_distcheck-fix.patch,no-guess-builddir.patch,common,2016-07-29 14:22:30+02:00,2020-12-02 18:20:13+03:00
openbabel,openbabel-3.1.1-fix_bug2217.patch,7de27f309db5f7ec026ef5c5235e5b33bf7d1a85.patch,common,2021-11-06 12:05:18+01:00,2021-01-06 02:58:42-05:00
libofa,libofa-0.9.3-gcc47.patch,08_fix-ftbfs-gcc4.7.diff,common,2012-01-14 15:21:54-06:00,2015-08-25 15:06:31-03:00
libofa,libofa-0.9.3-curl.patch,07_fix_ftbfs.diff,common,2011-12-01 22:31:31+01:00,2015-08-25 15:06:31-03:00
libofa,libofa-0.9.3-gcc41.patch,01_gcc41.diff,common,2006-09-12 17:00:16+00:00,2015-08-25 15:05:11-03:00
glabels,glabels-externs.patch,gcc10_build_fix.patch,common,2020-02-03 08:55:38+01:00,2020-11-23 20:25:02+00:00
almanah,0001-build-remove-positional-i18n.merge_file-arguments.patch,fix-meson-061.patch,common,2022-07-19 21:54:21+02:00,2022-03-02 12:33:17+01:00
cdrkit,cdrkit-1.1.11-gcc10.patch,gcc10.patch,common,2020-02-24 15:14:25+01:00,2024-11-15 11:14:43+01:00
cdrkit,cdrkit-1.1.9-efi-boot.patch,add-efi-boot.patch,similar,2009-02-25 20:08:54+00:00,2024-11-15 11:14:43+01:00
tinyxml,tinyxml-issue51.patch,entity-encoding.patch,common,2024-01-03 14:46:35+01:00,2011-05-18 21:03:47+02:00
behave,0001-Backport-for-py38-fixes.patch,0003-Backport-for-py38-fixes.patch,common,2019-09-20 08:56:42+02:00,2020-01-24 17:47:07+01:00
nose,python-nose-coverage4.patch,coverage4.1.diff,common,2016-11-09 16:22:40-07:00,2017-10-30 23:25:53+03:00
nose,python-nose-py35.patch,python3.5-qualname.diff,common,2016-11-15 14:31:09-07:00,2017-10-30 23:25:53+03:00
dumb,dumb-0.9.3-CVE-2006-3668.patch,100_CVE-2006-3668.diff,common,2006-07-27 07:58:39+00:00,2013-06-01 12:31:38+02:00
flake8-polyfill,python-flake8-polyfill-1.0.2-pytest-4-compatibility.patch,pytest-4.0-comptability.patch,common,2019-06-03 09:42:32-07:00,2020-03-01 22:06:08-08:00
eperl,perl-eperl-5.16compat.patch,redhat-with-thr.diff,common,2012-08-06 10:48:22+02:00,2013-05-10 17:13:14+02:00
pysimplesoap,httplib2.patch,fix-httplib2-version-check.patch,common,2020-01-21 16:35:03+05:30,2018-12-15 12:23:50-05:00
html5lib,https://github.com/html5lib/html5lib-python/pull/506.patch,0001-Use-Node.from_parent-constructor-to-support-pytest-6.patch,common,2020-08-10 10:53:24+02:00,2021-01-13 08:34:07+00:00
piexif,python-piexif-fix-tests-pillow.patch,5209b53e9689ce28dcd045f384633378d619718f.patch,common,2021-01-20 10:29:05+00:00,2021-09-19 13:22:25+01:00
m4ri,m4ri-no-sse3.patch,disable_sse3.patch,common,2011-04-23 10:33:34-06:00,2013-03-28 08:12:13+01:00
openobex,openobex-1.7-strtoul.patch,fix_segfault,common,2016-03-18 12:34:31+01:00,2016-05-24 06:15:58+09:00
pmtools,pmtools-2.0.0-t_pfcat_5.26.patch,t_pfcat_5.26.patch,common,,2017-06-24 19:37:15+02:00
