package,fedora_patch,debian_patch,type,fedora_time,debian_time
festival,festival-2.5.0-siteinit.patch,11-siteinit.diff,similar,2019-10-16 22:39:52,2014-01-04 21:04:41
freedink,const.patch,const-char.patch,common,2022-08-05 19:01:03,2024-05-01 09:04:01
ghemical,ghemical-3.0.0-gcc9-friend.patch,fix_clang_ftbfs.patch,common,2019-02-02 01:35:13,2017-01-25 11:35:08
ghemical,ghemical-porting_to_openbabel3.patch,openbabel3.patch,common,2021-11-06 15:21:53,2020-01-08 10:42:15
gnurobbo,gnurobbo-fno-common.patch,single-variable-declarations.patch,similar,2020-02-07 16:39:36,2020-05-08 21:10:31
guitarix,guitarix-python-3.11-ftbfs.patch,1001-Fix_FTBFS.patch,common,2023-01-31 21:36:46,2023-01-17 18:48:10
hfsutils,hfsutils-3.2.6-largefile.patch,0003-Add-support-for-files-larger-than-2GB.patch,common,2005-02-20 13:28:20,2021-01-23 14:35:04
ibus-kkc,ibus-kkc-content-type.patch,ibus-kkc-content-type.patch,common,2013-11-07 03:44:40,2014-06-20 16:31:27
intltool,intltool_distcheck-fix.patch,no-guess-builddir.patch,common,2016-07-29 12:22:30,2020-12-02 15:20:13
intltool,intltool-perl5.26-regex-fixes.patch,perl5.26-regex-fixes.patch,common,2015-07-13 15:05:03,2016-01-18 11:56:40
ipmitool,0105-sensor_reading.patch,0105-sensor_reading.patch,common,2024-02-12 18:41:31,2022-10-29 17:36:29
ipmitool,0100-fix_buf_overflow.patch,0100-fix_buf_overflow.patch,common,2024-02-12 18:39:16,2014-07-23 13:07:04
libetpan,libetpan-1.9.4-0002-Detect-extra-data-after-STARTTLS-responses-in-SMTP-a.patch,13_fix_CVE-2020-15953.diff,similar,2020-08-10 07:23:42,2021-01-10 15:44:24
libmspub,gcc10.patch,include-cstdint.diff,common,2019-12-14 18:12:15,2020-04-17 21:04:03
liboping,liboping-1.10.0-ncurses-6.3.patch,fix_HOST_PRINTF_format_string.patch,similar,2022-05-03 18:35:18,2022-02-22 00:45:30
luksmeta,luksmeta-9-relax-layout-assumptions.patch,1544448333.v9-1-g9c550e0.relax-content-tests-in-test-suite.patch,common,2019-06-03 06:57:06,2018-12-09 22:27:07
luksmeta,luksmeta-9-tests.patch,1569669851.v9-3-gaf81262.force-creation-of-luks1-containers-in-test-suite.patch,common,2018-08-09 19:14:19,2022-12-25 19:54:04
m.a.r.s.,marsshooter-gcc11-fix.patch,gcc11.patch,common,2020-12-19 15:11:59,2021-10-13 21:02:58
m.a.r.s.,avoid-crash-because-of-missing-return-statement.patch,avoid-crash-because-of-missing-return-statement.patch,common,2021-01-16 16:06:00,2019-05-29 12:49:58
mingetty,mingetty-1.08-limit_tty_length.patch,221841-ttynameoverflow.patch,common,2010-10-26 15:33:50,2012-05-01 11:43:06
mingetty,mingetty-1.08-Allow-login-name-up-to-LOGIN_NAME_MAX-length.patch,rh-loginnamemax.patch,common,2010-11-10 16:02:33,2012-05-01 11:43:06
mingetty,mingetty-1.08-Clear-scroll-back-buffer-on-clear-screen.patch,rh-clearscrollback.patch,common,2011-06-10 12:09:25,2012-05-01 11:43:06
mingetty,mingetty-1.08-check_chroot_chdir_nice.patch,597382-chroot.patch,similar,2010-10-26 13:34:17,2012-05-01 11:43:06
monsterz,monsterz-0.7.1-blit-crash.patch,020_fix_blit_crash.diff,common,2009-02-05 20:26:31,2019-07-27 10:22:13
monsterz,monsterz-0.7.1-py3.patch,python3.patch,similar,2020-06-29 20:00:59,2019-07-27 12:23:14
mrrescue,mrrescue-1.02e-love11.patch,love11.patch,common,2018-06-11 18:15:05,2018-08-04 15:16:44
ocamlmod,ocamlmod-setupml.patch,0001-Run-oasis-setup.patch,similar,2017-11-10 14:36:56,2019-07-31 15:19:13
opendkim,opendkim-CVE-2022-48521-fix.patch,rev-ares-deletion.patch,common,2023-11-15 13:36:20,2023-11-25 16:14:33
openobex,openobex-1.7-strtoul.patch,fix_segfault,common,2016-03-18 11:34:31,2016-05-23 21:15:58
openscad,CVE-2022-0496.patch,add-safety-to-line-lookups-in-DXF-import-fixes-4037.patch,common,2022-04-05 10:22:17,2022-02-13 09:52:49
openscad,CVE-2022-0497.patch,Add-file-bounds-check-to-comment-parser.patch,common,2022-04-05 10:22:17,2022-02-13 09:52:49
openscad,openscad-2021.01-fix-overloaded-join.patch,Backport-upstream-patch-to-fix-a-FTBFS-in-sid.patch,common,2022-02-11 19:02:31,2022-02-13 15:45:14
openscad,openscad-2021.01-cgal-build-fix.patch,Backport-from-upstream-compile-fixes-for-CGAL-5.4.patch,common,2022-02-11 19:02:31,2022-02-13 15:17:03
openscad,openscad-cgal5.3.patch,cgal_ftbfs.patch,similar,2021-08-02 14:38:52,2021-09-24 17:10:49
opusfile,mingw-opusfile-0.12-CVE-2022-47021.patch,CVE-2022-47021.patch,common,2023-01-24 14:34:24,2023-02-05 18:18:40
perl:chi,perl-CHI-0.60-Adapt-to-changes-in-Cache-FastMmap-1.45.patch,0001-Adapt-to-changes-in-Cache-FastMmap-1.45.patch,common,2017-06-15 08:55:55,2017-07-31 18:38:45
php:geos,0002-fix-error-message-with-php-7-Wformat-warnings-raised.patch,0002-fix-error-message-with-php-7-Wformat-warnings-raised.patch,common,2018-10-11 07:56:28,2020-12-12 09:39:58
php:geos,0003-add-all-arginfo-and-fix-build-with-PHP-8.patch,0003-add-all-arginfo-and-fix-build-with-PHP-8.patch,common,2021-03-04 11:00:29,2020-12-12 09:39:58
php:geos,0005-fix-for-8.0.0RC1.patch,0005-fix-for-8.0.0RC1.patch,common,2021-03-04 11:00:29,2020-12-12 09:39:58
php:geos,0004-fix-all-zend_parse_parameters-call-to-use-zend_long.patch,0004-fix-all-zend_parse_parameters-call-to-use-zend_long.patch,common,2021-03-04 11:00:29,2020-12-12 09:39:58
php:geos,0001-fix-test-for-7.3-int-vs-integer.patch,0001-fix-test-for-7.3-int-vs-integer.patch,common,2018-10-11 07:56:28,2020-12-12 09:39:58
portmidi,portmidi-217-format-security.patch,21-hardentests.diff,similar,2014-06-09 18:13:47,2016-11-14 10:49:51
prewikka,prewikka-5.2.0-fix_python_3.10.patch,005-Python_3_10_Support.patch,common,2021-08-14 00:07:06,2021-08-29 07:13:27
printrun,https://github.com/kliment/Printrun/pull/1224.patch,0003-Fix-a-TypeError-on-Python-3.10.patch,common,2021-11-16 14:53:17,2022-04-30 17:04:39
redsocks,libevent-2.1-compat.patch,libevent-2.1-compat.patch,common,2024-02-26 09:33:06,2018-03-29 19:59:44
samdump2,samdump2-openssl.patch,50_openssl.patch,common,2021-02-18 23:54:22,2016-11-22 16:03:30
steghide,steghide-0.5.1-gcc41.patch,consolidated-gcc-patches.patch,similar,2006-07-23 17:50:10,2016-12-28 04:04:39
torsocks,torsocks-2.2.0-Do-not-run-tests-that-require-network-access.patch,exclude_test_requiring_network.patch,common,2017-10-05 08:09:02,2013-10-23 10:35:51
trousers,trousers-0.3.14-noinline.patch,07-read_data-not-inline.patch,common,2019-11-19 10:38:33,2025-03-01 05:53:37
uudeview,uudeview-format-security.patch,043_string_format_issue.diff,common,2013-12-05 15:14:17,2016-07-12 13:15:37
uudeview,matherr.patch,049_glibc_2.27.diff,common,2018-03-16 09:28:18,2018-03-10 06:20:28
wcstools,wcstools-3.9.7_rename-libwcs-to-libwcstools.patch,Rename-libwcs-to-libwcstools-to-avoid-conflicts-with-Mark.patch,similar,2017-01-17 16:39:36,2012-01-13 16:10:38
xmakemol,xmakemol-5.16-print_torsions.patch,print_torsions.patch,common,2018-09-07 09:43:56,2016-01-24 15:05:47
xmakemol,xmakemol-5.16-extern.patch,fix-gcc10-build.patch,common,2020-02-01 06:59:36,2021-02-19 15:35:26
xmakemol,xmakemol-5.16-h-bond.patch,h-bond.patch,common,2018-09-07 09:43:56,2016-01-24 15:09:04
altermime,altermime-0.3.10-fprintf-compiler-error.patch,10_fix_printk_warnings.diff,common,2008-11-23 12:13:36,2011-05-03 18:05:16
audiofile,audiofile-0.3.6-CVE-2022-24599.patch,13-Fix-CVE-2022-24599.patch,common,2023-11-13 17:05:04,2023-11-11 18:12:16
audiofile,fde6d79fb8363c4a329a184ef0b107156602b225.patch,11_CVE-2018-13440.patch,common,2018-10-09 14:16:31,2019-03-30 22:54:48
audiofile,822b732fd31ffcb78f6920001e9b1fbd815fa712.patch,12_CVE-2018-17095.patch,common,2018-10-09 13:46:57,2019-03-30 22:54:48
audiofile,audiofile-0.3.6-pull43.patch,04_clamp-index-values-to-fix-index-overflow-in-IMA.cpp.patch,common,2017-03-12 10:49:48,2017-03-16 20:39:28
audiofile,audiofile-0.3.6-narrowing.patch,01_gcc6.patch,similar,2016-02-03 21:19:55,2016-06-14 13:07:16
audiofile,audiofile-0.3.6-pull44.patch,10_Check-for-division-by-zero-in-BlockCodec-runPull.patch,similar,2017-03-12 10:49:48,2017-03-16 20:39:28
audiofile,audiofile-0.3.6-pull42.patch,06_Check-for-multiplication-overflow-in-MSADPCM-decodeSam.patch,similar,2017-03-12 10:49:48,2017-03-16 20:39:28
bsd-games,bsd-games-2.17-printw.patch,0018-Add-missing-format-strings.patch,common,2022-11-27 19:13:54,2021-10-11 12:33:14
bsd-games,bsd-games-2.17-stdio-c++.patch,0012-Fix-include-stdio.h-C-incompatibility.patch,common,2007-01-31 00:16:25,2017-11-01 16:03:07
bsd-games,bsd-games-2.17-printf.patch,0011-Fix-format-security-compiling-errors.patch,similar,2017-05-19 01:25:10,2012-03-26 09:52:04
dateutils,841c635bf283e4b023bd98fbff9ebda1f340b024.patch,0005-a-fix-for-dzone.008.patch,common,2022-12-18 23:39:30,2023-02-02 17:36:25
ed2k-hash,ed2k_hash-warnings.patch,fix-some-GCC-warnings.patch,common,2007-10-24 21:45:02,2018-09-12 02:16:37
farstream,farstream-0.2.9-build-Adapt-to-backwards-incompatible-change-in-GNU-.patch,build-Adapt-to-backwards-incompatible-change-in-GNU-Make-.patch,common,2020-03-12 09:35:15,2020-12-02 15:20:18
flobopuyo,flobopuyo-0.20-fix_typo.patch,80_fix_typo.patch,common,2016-07-17 10:09:37,2025-01-26 17:10:59
flobopuyo,flobopuyo-0.20-set_window_title.patch,60_set_window_title.patch,common,2016-07-17 10:09:37,2025-01-26 17:10:59
freedroid,freedroid-c99.patch,proto,common,2023-01-27 09:15:42,2012-05-23 18:48:37
hedgewars,0a8921bf167481045830095c731eb3c67af913e4.patch,clang-15.patch,common,2022-12-15 16:21:06,2022-09-23 05:48:55
kcheckers,kcheckers-0.8.1-prefix.patch,01_prefix.diff,similar,2009-09-29 21:21:33,2020-04-01 19:11:36
libe-book,0001-fix-build-with-ICU-68.patch,no-icu-boolean.diff,common,2021-05-20 17:26:17,2020-11-22 12:33:34
libid3tag,libid3tag-0.15.1b-handle-unknown-encoding.patch,11_unknown_encoding.dpatch,common,2018-04-09 07:58:02,2024-09-23 06:28:13
libid3tag,libid3tag-0.15.1b-gperf-size_t.patch,gperf_size_t.patch,common,2018-03-30 15:03:53,2024-09-23 06:28:14
libtheora,libtheora-1.1.1-libpng16.patch,0006-libpng16.patch,common,2014-08-05 10:47:15,2016-02-07 10:38:58
libtheora,libtheora-1.1.1-libm.patch,0004-player-example-needs-lm-for-rint.patch,common,2014-08-05 10:47:15,2014-11-10 16:04:55
libuninum,libuninum-2.7-64bit-clean.patch,0002_unicode.patch,similar,2011-10-25 14:58:02,2025-01-03 07:21:35
linux-atm,man-pages.patch,manpages,similar,2010-10-13 12:28:39,2009-12-24 03:01:32
liquidwar,liquidwar-5.6.5-python3.patch,python3.patch,similar,2019-08-01 17:54:43,2019-08-11 21:16:07
maelstrom,install.patch,game_installdir.patch,common,2006-05-09 05:38:19,2025-04-08 19:59:34
mdns-scan,mdns-scan-0.5-typo.patch,spelling.patch,common,2020-06-07 11:35:56,2018-11-18 16:19:39
meanwhile,meanwhile-file-transfer.patch,ft_fix.diff,common,2013-03-26 09:38:41,2020-06-16 15:39:36
megaglest,e09ba53c436279588f769d6ce8852e74d58f8391.patch,e09ba53c436279588f769d6ce8852e74d58f8391.patch,common,2022-11-16 03:53:05,2022-10-27 21:35:01
megaglest,5801b1fafff8ad9618248d4d5d5c751fdf52be2f.patch,5801b1fafff8ad9618248d4d5d5c751fdf52be2f.patch,common,2022-11-16 03:53:05,2022-10-27 21:35:01
megaglest,789e1cdf371137b729e832e28a5feb6e97a3a243.patch,789e1cdf371137b729e832e28a5feb6e97a3a243.patch,common,2022-11-16 03:53:05,2022-10-27 21:35:01
megaglest,fbd0cfb17ed759d24aeb577a602b0d97f7895cc2.patch,fbd0cfb17ed759d24aeb577a602b0d97f7895cc2.patch,common,2022-11-16 03:53:05,2022-10-27 21:35:01
metapixel,metapixel-giflib5.patch,libgif.patch,common,2018-02-11 21:34:27,2019-06-08 23:23:01
netpanzer,netpanzer-python3.patch,scons.patch,similar,2019-08-01 16:21:10,2020-01-25 17:26:04
openbabel,openbabel-3.1.1-fix_bug2217.patch,7de27f309db5f7ec026ef5c5235e5b33bf7d1a85.patch,common,2021-11-06 11:05:18,2021-01-06 07:58:42
opendmarc,opendmarc-1.4.0-ticket159-179.patch,ticket159.patch,similar,2021-04-26 00:36:30,2018-03-11 15:48:25
plotutils,plotutils-configure-c99.patch,40_plotutils-configure-c99.patch,common,2023-01-18 11:54:40,2023-01-18 15:20:35
plotutils,plotutils-werror-format-security.patch,31_fedora_plotutils-werror-format-security.patch,common,2013-12-04 14:25:57,2016-01-03 17:01:36
pulseview,0001-Fix-broken-build-due-to-C-template-behind-C-linkage.patch,c-linkage-template-fix,common,2021-08-01 18:59:02,2021-10-24 12:40:57
pulseview,pulseview-qt.patch,qt-build-fix,common,2021-01-28 09:45:11,2020-12-06 10:15:19
ruby:thor,rubygem-thor-1.2.1-Fix-rspec-mocks-3.11.0-compatibility.patch,fix-options-spec.patch,common,2022-03-10 12:40:24,2022-12-28 07:49:02
ruby:thor,rubygem-thor-1.2.1-Fix-expectations-for-ruby-3-treatment-of-hash-arg.patch,fix-specs-to-work-with-latest-rspec-mock.patch,similar,2022-03-10 12:40:24,2022-12-28 07:49:02
scottfree,scottfree-1.14-includes.patch,02_scottcurses_includes.diff,common,2019-12-30 11:55:13,2017-01-20 07:47:46
scottfree,scottfree-c99.patch,03_clang.diff,common,2024-01-09 12:43:35,2017-01-20 11:51:34
scottfree,scottfree-1.14-format_strings.patch,format-strings.patch,common,2022-08-17 10:50:02,2021-10-26 10:33:37
scottfree,scottfree-1.14-fscanf.patch,04_968375.patch,common,2022-08-17 10:50:02,2021-10-26 07:53:19
scottfree,scottfree-1.14-Makefile.patch,01_makefile.diff,similar,2019-12-30 11:55:13,2017-01-20 07:47:46
sdl-pango,SDL_Pango-0.1.2-matrix_declarations.patch,matrix_declarations.patch,similar,2008-12-22 18:16:37,2012-02-20 14:03:48
sdl-pango,SDL_Pango-0.1.2-API-adds.patch,api_additions.patch,similar,2006-09-29 15:47:24,2012-02-20 14:03:48
sendemail,sendemail-1.56-local-sendmail.patch,local-sendmail.patch,common,2017-11-08 21:06:07,2013-08-17 12:58:20
sendemail,sendemail-1.56-fix_ssl_version.patch,fix_ssl_version.patch,common,2017-11-08 21:06:07,2013-01-03 15:31:28
sendemail,sendemail-1.56-add-ipv6-support.patch,add-ipv6-support.patch,common,2017-11-08 21:06:07,2010-09-13 01:44:41
sharutils,sharutils-4.15.2-Fix-a-heap-buffer-overflow-in-find_archive.patch,01-fix-heap-buffer-overflow-cve-2018-1000097.patch,common,2018-02-22 15:48:26,2018-03-20 00:09:02
sharutils,sharutils-4.15.2-fflush-adjust-to-glibc-2.28-libio.h-removal.patch,02-fix-ftbfs-with-glibc-2.28.patch,similar,2018-04-10 13:48:10,2018-12-01 14:48:20
squeak-vm,squeak-vm-4.10.2-format-security.patch,fix_printf_syntax.patch,common,2013-12-06 10:43:35,2012-12-25 12:30:18
wvstreams,wvstreams-4.6.1-openssl11.patch,wvstreams_openssl1.1.patch,common,2020-09-23 00:06:40,2024-12-04 05:33:01
wvstreams,wvstreams-4.6.1-fix-stack-size.patch,12_increase_task_stack.patch,common,2018-03-08 17:31:53,2024-12-04 05:33:01
wvstreams,wvstreams-4.6.1-gcc47.patch,06_gcc-4.7.diff,common,2012-01-05 09:44:25,2024-12-04 05:32:55
wvstreams,wvstreams-4.6.1-gcc.patch,08_openssl-1.0.diff,common,2010-01-13 14:58:19,2024-12-04 05:32:58
wvstreams,wvstreams-4.6.1-statinclude.patch,09_glibc-2.12.diff,similar,2010-01-13 14:12:01,2024-12-04 05:32:58
wvstreams,0001-Use-explicit-cast-and-prevent-compiler-error.patch,gcc-6.patch,similar,2016-02-09 20:05:45,2024-12-04 05:32:59
xpenguins,xpenguins-2.2-format-security.patch,format_string_fix.diff,common,2013-12-03 13:21:40,2011-10-24 15:46:40
zeitgeist,zeitgeist-1.0.4-0001-datahub-Fix-wrong-parameter-for-Event.full-ctor.patch,020220909~1be2a5f.patch,common,2022-09-10 13:07:20,2022-09-17 14:05:47
aeskeyfind,aeskeyfind-30_big-files-support.patch,30_big-files-support.patch,common,2023-09-06 15:53:24,2019-11-25 23:22:54
aeskeyfind,aeskeyfind-20_sbox-size.patch,20_sbox-size.patch,common,2020-02-23 23:14:08,2016-12-25 18:20:17
aeskeyfind,aeskeyfind-10_add-GCC-hardening.patch,10_add-GCC-hardening.patch,common,2020-02-23 23:14:08,2017-01-02 02:27:03
aeskeyfind,aeskeyfind-40_fix-undefined-left-shift.patch,40_fix-undefined-left-shift.patch,common,2023-09-06 15:53:24,2021-06-14 19:47:02
chkrootkit,chkrootkit-0.49-chkproc-psver.patch,12_procpsv3.patch,common,2010-03-19 14:08:04,2017-07-09 07:56:53
cyrus-sasl,cyrus-sasl-2.1.27-Add-support-for-setting-max-ssf-0-to-GSS-SPNEGO.patch,0035-Add-support-for-setting-max-ssf-0-to-GSS-SPNEGO-1.patch,common,2020-05-07 17:36:34,2022-09-05 12:38:38
cyrus-sasl,cyrus-sasl-2.1.28-fedora-c99.patch,0005-Fix-time-check.patch,similar,2023-04-20 05:34:48,2022-05-14 14:00:54
fillets-ng,fillets-ng-0.8.1-gcc43.patch,gcc-4.3-fix,similar,2009-02-13 20:52:28,2013-12-02 13:53:47
gnome-2048,0001-meson-drop-unused-argument-for-i18n.merge_file.patch,meson-drop-unused-argument-for-i18n.merge_file.patch,common,2022-07-21 08:01:45,2022-03-21 18:21:43
kobodeluxe,KoboDeluxe-0.5.1-gcc44.patch,05_const_charp_conversion.patch,common,2009-03-09 10:18:08,2009-10-31 13:30:07
kobodeluxe,KoboDeluxe-0.5.1-midi-crash-fix.patch,midicon-segmentation-fault.patch,similar,2015-06-05 10:55:12,2016-04-05 22:30:08
libcdaudio,libcdaudio-0.99-CAN-2005-0706.patch,01-cddb-bufferoverflow.patch,common,2008-12-27 19:01:16,2021-01-24 23:04:08
libcryptui,libcryptui-3.12.2-use-gcr.patch,daemon-port-to-gcr-3.patch,common,2019-06-14 19:54:06,2017-07-09 22:20:29
liblognorm,liblognorm-2.0.6-rhbz2105934-sphinx5.patch,FTBFS_Sphinx_5.patch,common,2022-07-19 12:05:18,2022-06-23 18:39:36
mathomatic,mathomatic-16.0.5-py3.patch,python3.patch,similar,2019-02-06 17:22:02,2019-11-28 05:35:22
orocos-kdl,orocos-kdl.pybind11.patch,0005-Use-system-pybind11-package.patch,common,2020-09-05 13:38:25,2021-10-07 13:01:12
perl:mango,Mango-1.30-Disable-unicode_strings-when-working-with-regular-ex.patch,disable_unicode_strings.patch,common,2020-06-05 07:45:58,2020-06-05 17:06:00
ruby:guard,rubygem-guard-2.18.0-Fix-RSpec-3.12-kwargs-compatibility.patch,fix-ftbfs-with-rspec-mock-3.12-and-ruby-3+.patch,similar,2022-11-04 18:50:41,2022-12-28 03:10:33
scorched3d,scorched3d-returntype.patch,gcc-6-ftbfs.patch,common,2016-02-14 05:04:57,2016-07-15 22:37:50
scorched3d,scorched3d-lua54.patch,lua-5.4.patch,common,2020-08-13 20:19:10,2020-08-30 13:20:16
scorched3d,scorched3d-fix-hang-on-fast-machines.patch,fix-hang-on-fast-machines.patch,common,2020-08-13 20:19:10,2020-08-30 06:55:07
scorched3d,scorched3d-wx3.0.patch,wx3.0-compat.patch,common,2018-10-31 00:47:44,2016-07-15 16:02:06
scorched3d,scorched3d-freetype-buildfix.patch,0006-fix-freetype-includes.patch,common,2014-08-30 07:48:41,2013-12-30 20:05:37
xloadimage,09_xloadimagerc-path.dpatch,09_xloadimagerc-path.patch,common,2008-12-10 16:15:00,2016-10-03 13:17:27
xloadimage,03_security-strfoo.dpatch,03_security-strfoo.patch,common,2008-12-10 16:15:00,2016-10-03 13:17:27
xloadimage,01_libjpeg-support.dpatch,01_libjpeg-support.patch,common,2008-12-10 16:15:00,2016-10-03 13:17:27
xloadimage,16_CAN-2005-0639.dpatch,16_CAN-2005-0639.patch,common,2008-12-10 16:15:00,2016-10-03 13:17:27
xloadimage,18_manpage_fixes.dpatch,18_manpage_fixes.patch,common,2008-12-10 16:15:00,2016-10-03 13:17:27
xloadimage,04_previous-image.dpatch,04_previous-image.patch,common,2008-12-10 16:15:00,2016-10-03 13:17:27
xloadimage,14_errno-not-extern.dpatch,14_errno-not-extern.patch,common,2008-12-10 16:15:00,2016-10-03 13:17:27
xloadimage,11_fork-implies-quiet.dpatch,11_fork-implies-quiet.patch,common,2008-12-10 16:15:00,2016-10-03 13:17:27
xloadimage,19_fix_root_c_resource_leak.dpatch,19_fix_root_c_resource_leak.patch,common,2008-12-10 16:15:00,2016-10-03 13:17:27
xloadimage,08_manpage-config-path.dpatch,08_manpage-config-path.patch,common,2008-12-10 16:15:00,2016-10-03 13:17:27
xloadimage,06_-Wall-cleanup.dpatch,06_-Wall-cleanup.patch,common,2008-12-10 16:15:00,2016-10-03 13:17:27
xloadimage,13_varargs-is-obsolete.dpatch,13_varargs-is-obsolete.patch,common,2008-12-10 16:15:00,2016-10-03 13:17:27
xloadimage,15_CAN-2005-0638.dpatch,15_CAN-2005-0638.patch,common,2008-12-10 16:15:00,2016-10-03 13:17:27
xloadimage,12_fix-tile.dpatch,12_fix-tile.patch,common,2008-12-10 16:15:00,2016-10-03 13:17:27
xloadimage,05_idelay-manpage.dpatch,05_idelay-manpage.patch,common,2008-12-10 16:15:00,2016-10-03 13:17:27
xloadimage,07_SYSPATHFILE.dpatch,07_SYSPATHFILE.patch,common,2008-12-10 16:15:00,2016-10-03 13:17:27
xloadimage,10_config.c-HOME-fix.dpatch,10_config.c-HOME-fix.patch,common,2008-12-10 16:15:00,2016-10-03 13:17:27
xloadimage,02_png-support.dpatch,02_png-support.patch,common,2008-12-10 16:15:00,2016-10-03 13:17:27
xloadimage,17_security-sprintf.dpatch,17_security-sprintf.patch,common,2008-12-10 16:15:00,2016-10-03 13:17:27
brutalchess,brutalchess-noquake.patch,disable-quake-pieces.patch,common,2014-12-29 20:02:01,2018-10-20 16:48:16
clutter-gst,remove-rgbx-bgrx-support.patch,video-sink-Remove-RGBx-BGRx-support.patch,common,2022-05-13 13:19:05,2022-05-12 20:30:15
docbook-xsl,docbook-xsl-mandir.patch,831831_docbook-xsl-mandir.patch,common,2011-09-06 15:42:29,2016-09-06 23:37:47
docbook-xsl,docbook-style-xsl-non-recursive-string-subst.patch,765567_non-recursive_string_subst.patch,similar,2017-09-13 13:25:32,2016-09-06 22:41:25
icedtea-web,icedtea-web-1.8.8-java18-no-pack200.patch,remove-pack200-support.patch,common,2023-06-15 19:41:32,2022-11-02 09:52:11
libatasmart,libatasmart-0.19-wd-fix.patch,0001-Dont-test-undefined-bits.patch,common,2017-09-13 17:55:56,2013-03-25 06:34:41
libcanberra,0001-gtk-Don-t-assume-all-GdkDisplays-are-GdkX11Displays-.patch,gtk_dont_assume_x11.patch,common,2014-05-19 13:56:32,2016-04-05 15:26:14
libu2f-host,libu2f-host-1.1.10_add_support_for_upcoming_json_c_0_14_0.patch,840f01135d2892f45e71b9e90405de587991bd03.patch,common,2020-04-13 17:43:26,2021-01-14 11:32:09
nexusformat,nexus-fix-nxtranslate-xml.patch,libxml2-deprecated-functions.patch,similar,2020-08-15 01:32:24,2020-02-23 00:02:42
par2cmdline,0001-Fix-for-Github-issue-143.-Test-did-not-account-for-e.patch,03_backport_upstream_pr_144.diff,common,2020-07-15 07:23:52,2020-02-12 10:57:29
perl:switch,Switch-2.17-Filter-1.50.patch,Switch.pm-vs-Filter.pm.patch,common,2014-06-10 17:06:31,2014-09-23 16:40:43
pidgin-sipe,pidgin-sipe-1.25.0-fix-false-negative-configure-checks.patch,0001-Fix-359-Incorrect-build-due-to-false-negative-config.patch,common,2019-10-15 16:05:03,2020-01-23 16:54:03
prelude-lml,prelude-lml-5.2.0-fix-test_rwlock1.patch,003-fix-test_rwlock1.patch,common,2019-11-10 12:44:15,2019-10-11 23:03:11
prelude-lml,prelude-lml-5.2.0-fix_thread_create.patch,004-fix_thread_create.patch,common,2019-11-10 12:44:15,2019-10-11 23:03:11
python:boto,boto-2.39.0-devendor.patch,Use-python-six-from-Debian-instead-of-vendored-copy.patch,similar,2015-04-09 01:49:17,2020-05-11 23:12:07
python:mock,https://github.com/testing-cabal/mock/commit/f3e3d82aab.patch,0004-fix-tests-that-should-test-mock-but-were-testing-uni.patch,common,2022-01-06 15:52:32,2022-01-13 15:21:10
renameutils,renameutils-0.12.0-install-typo.patch,install-exec-local-fix.patch,common,2013-06-11 04:03:57,2012-05-06 09:49:17
virt-viewer,0001-data-remove-bogus-param-for-meson-i18n.merge_file.patch,data-remove-bogus-param-for-meson-i18n.merge_file.patch,common,2022-08-02 12:55:34,2022-07-13 13:48:00
websocketpp,websocketpp-0.8.2-fix-cmake-find-boost.patch,855.patch,common,2022-07-26 16:09:13,2020-01-08 17:15:37
wide-dhcpv6,wide-dhcpv6-0003-Close-inherited-file-descriptors.patch,0003-Close-inherited-file-descriptors.patch,common,2015-02-07 20:16:57,2010-04-06 14:01:58
wide-dhcpv6,wide-dhcpv6-0016-fix-typo-in-dhcp6c.8-manpage.patch,0016-fix-typo-in-dhcp6c.8-manpage.patch,common,2021-04-03 03:52:25,2016-10-26 14:52:58
wide-dhcpv6,wide-dhcpv6-0007-Adding-ifid-option-to-the-dhcp6c.conf-prefix-interfa.patch,0007-Adding-ifid-option-to-the-dhcp6c.conf-prefix-interfa.patch,common,2015-02-07 20:16:57,2010-11-11 15:42:21
wide-dhcpv6,wide-dhcpv6-0017-Remove-unused-linking-with-libfl.patch,0017-Remove-unused-linking-with-libfl.patch,common,2021-04-03 03:52:25,2018-03-23 15:57:41
wide-dhcpv6,wide-dhcpv6-0014-Support-to-build-on-kFreeBSD-n-GNU-Hurd-platform.patch,0014-Support-to-build-on-kFreeBSD-n-GNU-Hurd-platform.patch,common,2021-04-03 03:52:25,2015-12-04 16:40:42
wide-dhcpv6,wide-dhcpv6-0011-resolv-warnings-so-as-to-make-blhc-and-gcc-both-happ.patch,0011-resolv-warnings-so-as-to-make-blhc-and-gcc-both-happ.patch,common,2021-04-03 03:52:25,2015-09-10 14:29:22
wide-dhcpv6,wide-dhcpv6-0004-GNU-libc6-fixes.patch,0004-GNU-libc6-fixes.patch,common,2015-02-07 20:16:57,2009-03-09 09:56:14
wide-dhcpv6,wide-dhcpv6-0021-Make-sla-len-config-optional.patch,0021-Make-sla-len-config-optional.patch,common,2021-04-03 03:52:25,2020-09-06 07:26:55
wide-dhcpv6,wide-dhcpv6-0002-Don-t-strip-binaries.patch,0002-Don-t-strip-binaries.patch,common,2015-02-07 20:16:57,2008-10-12 17:07:38
wide-dhcpv6,wide-dhcpv6-0001-Fix-manpages.patch,0001-Fix-manpages.patch,common,2015-02-07 20:16:57,2008-10-12 15:45:17
