package,fedora_patch,debian_patch,type,fedora_time,debian_time
wide-dhcpv6,wide-dhcpv6-0015-a-bit-info-to-logger-when-get-OPTION_RECONF_ACCEPT.patch,0015-a-bit-info-to-logger-when-get-OPTION_RECONF_ACCEPT.patch,common,2021-04-03 03:52:25,2015-12-24 14:20:28
wide-dhcpv6,wide-dhcpv6-0010-Call-client-script-after-interfaces-have-been-update.patch,0010-Call-client-script-after-interfaces-have-been-update.patch,common,2015-02-07 20:16:57,2014-12-02 10:48:58
wide-dhcpv6,wide-dhcpv6-0018-dhcpv6-ignore-advertise-messages-with-none-of-reques.patch,0018-dhcpv6-ignore-advertise-messages-with-none-of-reques.patch,common,2021-04-03 03:52:25,2018-03-24 13:03:07
wide-dhcpv6,wide-dhcpv6-0006-Add-new-feature-dhcp6c-profiles.patch,0006-Add-new-feature-dhcp6c-profiles.patch,common,2015-02-07 20:16:57,2008-12-17 13:23:25
wide-dhcpv6,wide-dhcpv6-0022-Make-sla-id-config-optional.patch,0022-Make-sla-id-config-optional.patch,common,2015-02-07 20:16:57,2020-09-06 07:26:55
wide-dhcpv6,wide-dhcpv6-0012-fix-a-redefined-YYDEBUG-warning-of-gcc-for-the-code-.patch,0012-fix-a-redefined-YYDEBUG-warning-of-gcc-for-the-code-.patch,common,2021-04-03 03:52:25,2015-09-10 14:29:22
wide-dhcpv6,wide-dhcpv6-0020-Adding-option-to-randomize-interface-id.patch,0020-Adding-option-to-randomize-interface-id.patch,common,2021-04-03 03:52:25,2018-10-17 14:05:06
wide-dhcpv6,wide-dhcpv6-0009-Fix-renewal-of-IA-NA.patch,0009-Fix-renewal-of-IA-NA.patch,common,2015-02-07 20:16:57,2014-12-02 10:47:18
wide-dhcpv6,wide-dhcpv6-0019-Server-should-not-bind-control-port-if-there-is-no-s.patch,0019-Server-should-not-bind-control-port-if-there-is-no-s.patch,common,2021-04-03 03:52:25,2018-03-24 13:20:26
wide-dhcpv6,wide-dhcpv6-0005-Update-ifid-on-interface-restart.patch,0005-Update-ifid-on-interface-restart.patch,common,2015-02-07 20:16:57,2010-04-06 14:01:58
wide-dhcpv6,wide-dhcpv6-0008-Close-file-descriptors-on-exec.patch,0008-Close-file-descriptors-on-exec.patch,common,2021-04-03 03:52:25,2014-12-02 10:45:48
wide-dhcpv6,wide-dhcpv6-0013-added-several-comments-examples-by-Stefan-Sperling.patch,0013-added-several-comments-examples-by-Stefan-Sperling.patch,common,2021-04-03 03:52:25,2015-11-25 09:27:43
dvd+rw-tools,dvd+rw-tools-7.1-bluray_pow_freespace.patch,ignore_pseudo_overwrite.patch,common,2014-11-20 09:50:39,2011-03-07 15:32:19
dvd+rw-tools,dvd+rw-tools-7.0-glibc2.6.90.patch,08-includes.patch,common,2007-08-15 11:02:30,2009-08-27 05:12:05
dvd+rw-tools,dvd+rw-tools-7.0-wctomb.patch,09-wctomb.patch,common,2008-03-26 08:00:47,2009-08-27 05:12:05
dvd+rw-tools,dvd+rw-tools-7.1-bluray_srm+pow.patch,10-blue-ray-bug713016.patch,common,2013-06-24 14:54:01,2017-08-07 10:02:05
dvd+rw-tools,dvd+rw-tools-7.0-dvddl.patch,03-growisofs-dvd-dl.patch,common,2008-12-17 12:34:17,2009-08-27 05:12:05
globulation2,glob2-iostream.patch,gcc5.diff,common,2015-02-07 18:42:02,2024-05-29 17:06:13
globulation2,glob2-python3.patch,scons.patch,similar,2019-04-27 11:04:32,2024-05-29 17:06:15
gnome-taquin,0001-Don-t-alter-or-try-to-write-GtkChild-fields.patch,Don-t-alter-or-try-to-write-GtkChild-fields.patch,common,2021-07-22 06:55:30,2021-10-23 20:09:51
gnome-taquin,0001-Reference-of-GtkChild-fields-is-handled-by-GtkBuilde.patch,Reference-of-GtkChild-fields-is-handled-by-GtkBuilder-typ.patch,common,2021-07-22 06:55:30,2021-10-23 20:09:51
libmacaroons,libmacaroons-hex-encoding.patch,libmacaroons-hex-encoding.patch,common,2018-06-17 03:18:21,2020-11-18 10:12:45
libmacaroons,libmacaroons-deserialize-memleak.patch,libmacaroons-deserialize-memleak.patch,common,2019-06-19 01:51:17,2020-11-18 10:12:45
milkytracker,milkytracker-1.03.00-c++11.patch,c++11.patch,common,2023-02-27 19:08:58,2021-11-30 11:20:34
python:pcapy,py_ssize_t.patch,py_ssize_t.patch,common,2022-07-27 16:38:04,2022-03-25 01:23:18
ruby:hiredis,rubygem-hiredis-0.6.1-Build-against-system-hiredis.patch,use_system_libhiredis.patch,similar,2018-05-21 14:08:06,2013-04-10 13:28:42
rust:backoff,backoff-fix-metadata.diff,remove-wasm-bindgen.patch,common,2024-03-05 21:33:22,2025-01-13 12:01:12
whichwayisup,whichwayisup-0.7.9-initialize_only_required_pygame_modules.patch,initialize-only-required-pygame-modules.patch,common,2017-08-25 08:57:28,2013-05-28 18:36:11
whichwayisup,whichwayisup-0.7.9-check_for_joystick_axes_not_null.patch,check-for-joystick-axes-not-null.patch,common,2017-08-25 08:57:28,2013-05-28 18:36:11
whichwayisup,whichwayisup-0.7.9-python3.patch,python3.patch,similar,2019-08-09 11:52:13,2019-07-24 18:56:46
xdrv:nouveau,e80e73ced69b15662103d0fd6837db4ce6c6eb5b.patch,nouveau-fixup-driver-for-new-X-server-ABI.patch,common,2024-09-27 00:08:21,2022-02-09 10:54:20
libserialport,0001-HACK-don-t-even-check-for-termiox.patch,avoid-termiox.diff,common,2021-07-01 08:06:10,2021-07-10 16:22:36
mono-zeroconf,mono-zeroconf-0.9.0-fix-recursive-dispose.patch,03_fix-multiple-dispose.patch,common,2017-07-12 15:22:27,2011-11-07 03:11:53
perl:cddb-get,CDDB_get-2.28-Do-not-include-current-directory.patch,do-not-include-current-directory.patch,common,2012-12-06 08:31:22,2016-05-02 20:59:43
perl:file-pid,File-Pid-1.01-RT-18960-Fixed-using-of-uninitialized-value.patch,missing-pidfile.patch,common,2017-03-06 09:48:42,2008-04-05 14:47:46
perl:io-event,IO-Event-0.813-Fix-undeterministic-test-failures-in-t-forked2.t.patch,0001-Fix-undeterministic-test-failures-in-t-forked2.t.patch,common,2016-02-24 16:13:05,2015-12-12 09:50:53
perl:net-snpp,Net-SNPP-1.17-Define-dummy-Net-SNPP-Server-timeout.patch,Net-SNPP-1.17-Define-dummy-Net-SNPP-Server-timeout.patch,common,2016-01-18 13:38:32,2016-08-19 19:54:21
perl:www-curl,WWW-Curl-4.17-Skip-preprocessor-symbol-only-CURL_STRICTER.patch,Skip-preprocessor-symbol-only-CURL_STRICTER.patch,common,2016-09-18 11:29:28,2016-11-08 21:20:49
perl:www-curl,WWW-Curl-4.17-Work-around-a-macro-bug-in-curl-7.87.0.patch,WWW-Curl-4.17-Work-around-a-macro-bug-in-curl-7.87.0.patch,common,2023-01-20 13:40:59,2023-02-12 12:13:21
python:datrie,https://github.com/pytries/datrie/pull/85.patch,big_endian,common,2020-11-24 17:11:17,2020-11-04 09:14:03
python:uinput,python-uinput-add_python311_support.patch,python3_11_compat.patch,common,2022-12-08 11:05:44,2022-11-13 10:40:29
ruby:mustache,rubygem-mustache-1.1.1-Fix-test-race-condition.patch,004_fix_race_condition_tests.patch,common,2020-04-27 09:54:23,2020-09-26 22:15:05
ruby:redcloth,rubygem-RedCloth-4.3.2-Replace-deprecated-YAML-load_documents.patch,replace-deprecated-yaml-load.patch,common,2018-01-03 17:01:27,2018-02-04 19:13:19
rust:datetime,datetime-fix-metadata-auto.diff,remove-win-deps.diff,common,2017-11-27 14:03:21,2021-08-21 13:46:51
rust:datetime,datetime-fix-metadata.diff,dump-iso.diff,common,2017-11-27 14:03:21,2024-09-01 18:11:21
rust:font-kit,font-kit-fix-metadata-auto.diff,only-linux-deps.patch,common,2020-10-13 15:15:04,2024-11-08 18:20:17
rust:lazycell,lazycell-fix-metadata.diff,drop-clippy.diff,similar,2017-11-29 09:45:05,2021-01-12 17:15:11
sblim-wbemcli,sblim-wbemcli-1.6.3-fix-exit-status.patch,Report-failure-in-the-exit-code.patch,common,2019-08-27 13:06:07,2016-12-25 16:20:54
sblim-wbemcli,sblim-wbemcli-1.6.1-ssl-proto-option.patch,Allow-wbemcli-to-use-TLS.patch,similar,2015-08-10 13:47:22,2016-12-25 16:53:44
ecryptfs-utils,ecryptfs-utils-111-cve_2016_5224.patch,set-up-encrypted-swap-on-nvme-and-mmc.patch,similar,2016-07-15 11:09:30,2016-07-14 09:53:30
enblend-enfuse,enblend-limits.patch,40_fixftbfsboost.diff,common,2020-07-28 09:29:32,2020-11-21 07:06:26
perl:crypt-dsa,remove-fallback.patch,remove-fallback,common,2013-09-03 18:35:59,2011-10-03 18:38:50
perl:test-unit,perl5.16.patch,20_fix-defined-array-warnings.patch,common,2012-06-12 14:48:38,2013-12-25 22:01:31
perl:time-tiny,Time-Tiny-1.08-Fixed-test-for-DateTime-Locale-1.33.patch,DateTime-Locale-1.33.patch,similar,2021-11-04 13:44:34,2021-11-04 20:35:46
python:anyjson,use-pytest.patch,use-pytest.patch,common,2024-07-11 13:24:12,2022-09-21 13:38:12
python:anyjson,do-not-use-2to3.patch,do-not-use-2to3.patch,common,2022-06-25 11:11:13,2021-11-11 14:28:20
python:tempita,0001-Apply-fixes-required-for-Python-3.patch,python3-support.patch,similar,2022-06-21 13:17:40,2022-06-20 04:48:22
ruby:notiffany,rubygem-notiffany-0.1.1-Fix-uninitialized-constant-Notiffany-VERSION-test-failure.patch,fix-uninitialized-constant-notiffany-version.patch,common,2017-12-15 19:24:26,2017-11-15 15:43:53
ruby:notiffany,rubygem-notiffany-0.1.3-fix-rspec-mocks-compatibility.patch,fix-hash-argument-matching-with-rspec-mocks-3.10.3-and-ruby-3+.patch,common,2022-02-25 13:00:32,2022-12-28 01:05:01
ruby:notiffany,0001-Fix-kwargs-matching-with-rspec-mock-3.12-and-Ruby-3.patch,fix-kwargs-matching-with-rspec-mock-3.12-and-ruby-3+.patch,common,2022-11-03 14:54:37,2022-12-28 01:05:01
ruby:websocket,websocket-1.2.9-ensure-correct-port-is-always-specified.patch,ensure-port-is-specified.patch,common,2022-03-04 14:42:20,2022-11-16 23:54:57
arc-gui-clients,arc-gui-clients-warnings.patch,arc-gui-clients-warnings.patch,common,2017-10-11 13:42:24,2017-10-11 13:55:09
arc-gui-clients,arc-gui-clients-qt5.patch,arc-gui-clients-qt5.patch,common,2019-06-12 09:48:34,2017-10-11 13:55:09
arc-gui-clients,arc-gui-clients-no-job-list-crash-fix.patch,arc-gui-clients-no-job-list-crash-fix.patch,common,2018-02-25 04:42:55,2018-03-28 15:57:06
arc-gui-clients,arc-gui-clients-arc4.patch,arc-gui-clients-arc4.patch,common,2013-11-28 21:15:47,2013-11-30 06:08:27
arc-gui-clients,arc-gui-clients-arc5.patch,arc-gui-clients-arc5.patch,common,2016-06-24 12:54:55,2016-06-24 13:04:45
arc-gui-clients,arc-gui-clients-arc6.patch,arc-gui-clients-arc6.patch,common,2019-06-12 09:48:34,2019-10-14 07:26:58
perl:authen-pam,Authen-PAM-0.16-Fix-building-on-Perl-without-dot-in-INC.patch,perl-inc.patch,common,2017-05-15 14:24:14,2022-06-15 15:54:32
perl:cache-mmap,Cache-Mmap-0.11-Avoid-Copy-On-Write-problems-with-Perl-5.20.patch,0001-Avoid-Copy-On-Write-problems-with-Perl-5.20.patch,common,2014-09-04 14:36:20,2014-07-28 11:45:50
perl:date-pcalc,Date-Pcalc-6.1-boolean.patch,15-fix-5.16-ftbfs.diff,common,2012-06-12 11:50:08,2013-03-30 18:53:41
perl:http-proxy,HTTP-Proxy-0.304-Support-IPv6.patch,HTTP-Proxy-0.304-Support-IPv6.patch,common,2017-02-16 15:42:24,2019-03-01 20:13:59
perl:net-jabber,Net-Jabber-2.0-timezone.patch,70timezone.patch,common,2014-06-12 14:42:58,2016-08-23 17:14:57
perl:postscript,perl-PostScript-0.06-example.patch,fix-interpreter.patch,common,2007-04-02 22:47:02,2007-11-03 23:25:29
perl:test-block,Test-Block-0.13-Make-Test-Block-work-with-perl-5.23.8.patch,0001-Make-Test-Block-work-with-perl-5.23.8.patch,common,2016-04-28 14:28:09,2016-05-29 15:42:03
perl:text-lorem,Text-Lorem-0.34-Install-executable-file.patch,0001-Install-executable-file-7.patch,common,2024-04-30 11:12:38,2022-11-30 23:12:17
prelude-manager,prelude-manager-5.2.0-fix-test_rwlock1.patch,005-fix-test_rwlock1.patch,common,2019-11-10 11:59:09,2019-10-11 22:53:34
prelude-manager,prelude-manager-5.2.0-Add_missing_gnutls_deps.patch,009-fix-gnutls-deps.patch,common,2020-09-21 11:45:52,2020-11-14 22:42:36
prelude-manager,prelude-manager-5.2.0-fix_thread_create.patch,006-fix_thread_create.patch,common,2019-11-10 11:59:09,2019-10-11 22:53:34
prelude-manager,prelude-manager-5.2.0-fix_cond_test.patch,004-fix_cond_test.patch,common,2019-11-10 11:59:09,2019-10-11 22:53:34
python:iniparse,0006-Fix-compatibility-issues-with-Python-3.11.patch,backport/0003-Fix-compatibility-issues-with-Python-3.11.patch,common,2023-07-07 03:27:05,2022-06-09 02:30:15
python:marathon,marathon-dont-use-2to3.patch,remove-the-use-of-2to3.patch,common,2022-06-27 19:40:42,2021-11-03 09:34:41
python:marathon,iterable-import-from-collections.abc.patch,iterable-import-from-collections.abc.patch,common,2022-06-27 19:40:42,2022-05-01 10:20:05
gnome-screenshot,57.patch,meson-remove-extraneous-positional-argument.patch,common,2022-10-07 14:45:21,2022-02-16 19:48:15
perl:convert-pem,Convert-PEM-0.08-Do-not-test-the-reason-for-decryption-failure-on-bad.patch,0001-Do-not-test-the-reason-for-decryption-failure-on-bad.patch,common,2014-09-05 09:17:18,2015-05-27 16:55:51
perl:devel-dprof,Devel-DProf-20110802.00-Work-around-static-XS_Devel__DProf_END-mismatch.patch,fix-ftbfs-5.16.patch,common,2012-06-28 12:39:21,2013-03-30 18:41:10
perl:kinosearch1,KinoSearch1-1.01-Do-not-use-C-in-regexps.patch,KinoSearch1-1.01-Do-not-use-C-in-regexps.patch,common,2016-05-19 15:08:07,2016-05-29 15:08:42
perl:sys-syscall,Sys-Syscall-0.25-Add-aarch64-support.patch,aarch64.patch,common,2015-12-08 16:45:24,2016-05-21 09:14:02
perl:sys-syscall,Sys-Syscall-0.25-Add-ppc64le-support.patch,ppc64le.patch,common,2015-12-08 16:45:24,2016-05-21 09:14:02
perl:sys-syscall,Sys-Syscall-0.25-Add-s390-x-support.patch,s390x.patch,common,2015-12-08 16:45:24,2016-05-21 09:14:02
rust:crypto-hash,crypto-hash-fix-metadata.diff,update-dep-versions.patch,common,2019-01-08 00:47:44,2019-12-31 02:45:42
rust:tokio-serde,tokio-serde-fix-metadata.diff,relax-deps.diff,common,2023-12-07 08:43:57,2022-10-15 21:49:21
source-highlight,904949c9026cb772dc93fbe0947a252ef47127f4.patch,gcc11.patch,common,2022-10-06 12:55:25,2021-10-22 20:23:56
modem-manager-gui,0004-fix-segfault-on-DNS-entries.patch,fix_segfault_on_DNS_entries.patch,common,2022-07-26 07:00:00,2022-05-25 11:47:05
modem-manager-gui,0003-fix-deprecated-meson-functions.patch,meson0.61.patch,common,2022-07-22 10:12:12,2022-03-27 19:44:00
openvpn-auth-ldap,auth-ldap-tools-CFLAGS.patch,tools-cflags.patch,common,2019-10-25 22:52:01,2019-08-07 10:45:18
openvpn-auth-ldap,auth-ldap-remoteAddress.patch,auth-ldap-remoteAddress.patch,similar,2019-10-25 22:52:01,2019-08-07 10:45:18
perl:crypt-gcrypt,Crypt-GCrypt-1.26-Correct-some-warnings.patch,gcc5-warnings.patch,common,2015-09-25 10:19:29,2016-02-27 18:32:27
perl:crypt-gcrypt,Crypt-GCrypt-1.26-Use-an-encryption-key-in-the-test-suite.patch,0001-Use-an-encryption-key-in-the-test-suite.patch,common,2016-11-28 14:28:09,2016-04-23 14:10:18
perl:crypt-gcrypt,Crypt-GCrypt-1.26-libgcrypt_1_6_support.diff,gcrypt-1.6.patch,similar,2015-09-25 10:19:29,2014-09-28 20:20:24
perl:db-file-lock,DB_File-Lock-0.05-RT98224.patch,defined-hash.patch,common,2015-04-23 08:34:08,2015-06-18 15:50:45
perl:eval-context,Eval-Context-0.09.11-hash-randomization.patch,hash-randomization.patch,common,2013-08-05 07:33:57,2013-08-13 13:17:09
php:console-table,Console_Table-php8.patch,0001-fromArray-is-static.patch,common,2021-04-01 08:42:54,2021-11-25 16:09:03
foomatic-db-engine,0001-Recognize-fractional-numbers-in-PageSize.patch,0006-Recognize-fractional-numbers-in-PageSize.patch,common,2020-05-26 11:44:53,2020-05-27 16:30:12
perl:algorithm-svm,Algorithm-SVM-0.13-Port-to-libsvm-3.0.patch,update-libsvm3.patch,common,2012-08-21 05:06:14,2017-04-19 20:21:17
perl:algorithm-svm,Algorithm-SVM-0.13-Fix-build-on-32-bits-with-Perl-5.14.patch,ccflags.patch,common,2012-09-20 04:36:49,2017-07-21 17:57:40
perl:color-library,Color-Library-0.021-pod-fixes.patch,pod-fixes.patch,similar,2013-07-21 08:03:29,2013-06-09 16:25:33
perl:mousex-getopt,MouseX-Getopt-0.38-GLD-0.113.patch,GLD_0.106_0.107.patch,similar,2021-03-13 16:02:51,2021-09-16 21:34:19
perl:universal-ref,UNIVERSAL-ref-0.14-Fix-building-with-Perl-5.25.1.patch,UNIVERSAL-ref-0.14-Fix-building-with-Perl-5.25.1.patch,common,2017-05-19 12:02:34,2017-06-20 20:13:29
perl:xml-dom-xpath,XML-DOM-XPath-0.14-Remove-deprecated-pragma-encoding.patch,pragma-encoding.patch,common,2017-05-22 14:48:45,2017-06-24 14:00:37
ruby:settingslogic,rubygem-settingslogic-rspec3.patch,0002-rpsec3-port.patch,common,2021-07-29 20:01:08,2015-09-03 18:28:08
perl:file-mmagic-xs,perl-File-MMagic-XS-format-security.patch,format_string_fix.diff,common,2014-06-09 19:16:15,2012-03-06 19:23:59
perl:git-repository,git-2.38.1-compatibility.patch,gh-22.patch,common,2022-11-05 10:42:16,2022-11-11 13:17:01
perl:module-depends,Module-Depends-0.15-Fix-escaping-literal-curly-brackates-in-a-regexp.patch,0001-Escape-braces-in-a-regexp-fixing-deprecation-warning.patch,common,2017-05-22 12:10:52,2016-09-17 13:29:57
atlas-linear-algebra,atlas-gcc10.patch,gfortran-10.patch,common,2020-01-28 08:12:28,2020-05-20 14:41:55
libsignal-protocol-c,0001-CVE-2022-48468-unsigned-integer-overflow.patch,fix-unsigned-integer-overflow.patch,common,2023-04-20 03:14:40,2023-04-20 21:51:20
perl:ipc-sharedcache,IPC-SharedCache-1.3-test.patch,newer-ipc-sharelite.patch,common,2010-12-17 12:46:27,2009-04-27 14:10:16
perl:mail-mboxparser,perl-Mail-MboxParser-0.55-pod-encoding.patch,pod-encoding.patch,common,2013-07-29 08:31:42,2013-06-02 18:27:16
perl:mail-mboxparser,perl-Mail-MboxParser-0.55-Fix-garbled-attachment-name-RT-66576.patch,perl-Mail-MboxParser-0.55-Fix-garbled-attachment-name-RT-66576.patch,common,2011-06-23 07:23:01,2011-06-23 22:06:47
perl:parse-dmidecode,fix-pod-urls.patch,fix-pod-urls.patch,common,2014-05-12 12:03:18,2009-11-29 23:25:58
perl:test-autoloader,Test-AutoLoader-0.03-Skip-POSIX-tests-with-perl-5.16.patch,Test-AutoLoader-0.03-Skip-POSIX-tests-with-perl-5.16.patch,common,2012-06-21 08:54:35,2013-06-16 15:16:48
w3c-markup-validator,w3c-markup-validator-1.0-valid-icons.patch,dfsg.patch,similar,2010-03-09 19:47:10,2011-08-29 20:45:41
gnome-chemistry-utils,0001-Use-yelp-instead-of-gnome-doc-utils.patch,use-yelp.patch,common,2022-05-15 09:09:23,2020-10-27 18:34:06
gnome-chemistry-utils,gnome-chemistry-utils-0.14.17-porting_openbabel3.patch,openbabel-v3.patch,common,2021-11-06 14:26:13,2020-01-23 06:39:12
gnome-chemistry-utils,remove-gnome-common.patch,remove-gnome-common.patch,common,2022-05-15 11:28:13,2020-10-28 01:28:41
gnome-chemistry-utils,gdk-use-x11-backend.patch,gdk-use-x11-backend.patch,common,2022-05-15 09:09:23,2020-10-29 01:56:29
gnome-chemistry-utils,gnome-chemistry-utils-0.14.17-gnm11242.patch,gnumeric-ftbfs.patch,similar,2018-08-12 08:57:15,2019-02-15 19:10:08
gnome-chemistry-utils,gnome-chemistry-utils-0.14.17-10041.patch,gchempaint-merge-molecules-fix.patch,similar,2021-03-21 14:07:39,2021-03-08 14:12:49
go:github-fogleman-gg,0001-fix-test-for-1.13.patch,0001-fix-parsing-flags.patch,similar,2019-11-30 10:38:13,2020-07-25 15:58:58
perl:html-stripscripts,perl-HTML-StripScripts-1.06-CVE-2023-24038.patch,CVE-2023-24038.patch,common,2023-06-07 10:05:48,2023-01-24 11:43:54
perl:log-tracemessages,Log-TraceMessages-1.4-Use-File-Temp-tempfile-instead-of-POSIX-tmpnam.patch,Use-File-Temp-tempfile-instead-of-POSIX-tmpnam.patch,common,2017-05-22 13:20:03,2017-06-22 13:00:13
python:flake8-polyfill,python-flake8-polyfill-1.0.2-pytest-4-compatibility.patch,pytest-4.0-comptability.patch,common,2019-06-03 16:42:32,2020-03-02 06:06:08
go:github-google-gofuzz,0001-Fix-int-overflow.patch,0001-Fix-int-overflow-on-32-bits-systems-59.patch,common,2021-01-02 20:39:02,2021-01-25 17:54:49
maven-artifact-transfer,0003-Port-to-maven-3.8.1.patch,02-maven-compatibility.patch,similar,2022-01-05 18:13:11,2017-07-19 13:35:28
perl:database-dumptruck,Database-DumpTruck-1.2-sqlite-case-insensitive.patch,sqlite-case-insensitive.patch,common,2022-04-27 11:21:20,2022-01-17 22:19:43
perl:module-manifest-skip,Module-Manifest-Skip-0.23-Adapt-to-changes-in-Moo-2.004000.patch,Adapt-to-changes-in-Moo-2.004000.patch,common,2020-04-21 06:06:47,2020-05-02 23:15:23
perl:poe-component-sslify,POE-Component-SSLify-1.012-Disable-sessions-tickets-with-OpenSSL-1.1.1.patch,0001-Disable-sessions-tickets-with-OpenSSL-1.1.1.patch,common,2018-08-28 15:01:01,2022-05-27 15:42:13
perl:poe-component-sslify,POE-Component-SSLify-1.012-Use-default-SSL-version-in-tests.patch,POE-Component-SSLify-1.012-Use-default-SSL-version-in-tests.patch,common,2015-05-18 14:13:26,2015-05-29 21:05:51
perl:poe-component-sslify,POE-Component-SSLify-1.012-Adapt-to-OpenSSL-3.patch,POE-Component-SSLify-1.012-Adapt-to-OpenSSL-3.patch,similar,2021-10-13 10:03:33,2022-05-27 15:42:13
telepathy-mission-control,6.patch,account-Fix-property-name.patch,common,2020-03-10 18:53:32,2020-04-03 20:13:07
perl:class-dbi-plugin-type,Class-DBI-Plugin-Type-0.02-Fix-compatibility-with-DBD-SQLite-1.61_02.patch,0001-Fix-compatibility-with-DBD-SQLite-1.61_02.patch,common,2019-04-29 07:39:48,2019-01-23 18:00:07
perl:class-dbi-plugin-type,Class-DBI-Plugin-Type-0.02-SQLite-3.37.0.patch,SQLite-3.37.0.patch,common,2022-04-19 07:48:44,2022-01-17 23:06:22
perl:file-find-object-rule,File-Find-Object-Rule-0.0310-shellbang.patch,fix-path-for-interpreter.patch,common,2019-04-06 12:33:35,2019-07-26 17:40:53
ruby:rails-controller-testing,rubygem-rails-controller-testing-rails6.patch,disable-relative-template-test-cases.patch,common,2021-07-29 20:36:42,2021-11-30 02:54:34
go:github-xeipuuv-gojsonschema,0001-Reject-comma-in-time-format.patch,0001-Reject-comma-in-time-format.patch,common,2022-02-23 21:37:06,2021-11-10 17:19:47
python:testing.common.database,https://github.com/tk0miya/testing.common.database/pull/25.patch,PR25.patch,common,2021-12-27 19:04:13,2022-06-19 06:07:26
perl:module-install-readmefrompod,Module-Install-ReadmeFromPod-0.30-Do-not-test-PDF-file-for-new-lines.patch,1001_fix_skip_test_pdf_for_newline.patch,common,2019-07-29 07:16:55,2019-01-17 02:05:21
perl:module-starter-plugin-cgiapp,Module-Starter-Plugin-CGIApp-0.44-starter.patch,adapt-to-module-starter-1.76,common,2019-03-24 05:55:39,2022-01-30 22:24:55
perl:cgi-application-plugin-viewcode,CGI-Application-Plugin-ViewCode-1.02-qw-does-not-produce-parentheses-anymore.patch,qw-as-parens.patch,common,2013-07-23 07:25:57,2013-05-25 00:28:37
behave__python-behave,0001-Backport-for-py38-fixes.patch,0003-Backport-for-py38-fixes.patch,common,2019-09-20 06:56:42,2020-01-24 16:47:07
behave__python-behave,0002-Tweak-tests-required-by-pytest-5.0.patch,0004_FTBFS_with_pytest.patch,similar,2020-09-24 20:02:59,2021-12-09 14:02:44
mozjs102__mozjs102,tests-increase-timeout.patch,tests-increase-timeout.patch,common,2022-08-09 22:02:39,2022-08-08 22:02:39
mozjs102__mozjs102,fix-soname.patch,fix-soname.patch,common,2022-08-09 22:02:39,2022-08-08 22:02:39
mozjs102__mozjs102,copy-headers.patch,copy-headers.patch,common,2022-08-09 22:02:39,2022-08-08 22:02:39
p7zip__p7zip,CVE-2017-17969.patch,13-CVE-2017-17969.patch,common,2018-01-27 01:16:04,2018-01-28 20:22:26
p7zip__p7zip,14-Fix-g++-warning.patch,14-Fix-g++-warning.patch,common,2018-01-27 01:16:04,2018-01-28 21:20:48
p7zip__p7zip,05-hardening-flags.patch,05-hardening-flags.patch,common,2018-01-27 01:16:04,2016-01-22 10:20:58
p7zip__p7zip,CVE-2016-9296.patch,12-CVE-2016-9296.patch,common,2016-11-21 01:51:51,2016-11-19 07:54:52
p7zip__p7zip,p7zip-manpages.patch,09-man-update.patch,similar,2018-01-27 01:16:04,2016-03-06 11:55:19
